"site","dos","date","number","genID","fieldPlantID","plantFamily","finalPlantID","samplingDay","samplingRound","collector","temp.id","order","family","genus","subgenus","species","subspecies","sex","determiner","dateDetermined","author"
"PL",31,"8/10/12","338","vanessa","big yellow aster","Asteraceae","Hymenoxys hoopesii",2,2,"HLS","PL_081012_338","Lepidoptera","Nymphalidae","Vanessa",NA,"cardui","","","L.Ponisio","2013","Linnaeus"
"PL",31,"8/10/12","104","syrphid","big yellow aster","Asteraceae","Hymenoxys hoopesii",2,2,"LCP","PL_081012_104","Diptera","Syrphidae","Copestylum",NA,"avidum","","","M. Hauser","2013","Sacken"
"PL",31,"8/10/12","395","syrphid","big yellow aster","Asteraceae","Hymenoxys hoopesii",2,2,"HLS","PL_081012_395","Diptera","Syrphidae","Copestylum",NA,"avidum","","","M. Hauser","2013","Sacken"
"PL",31,"8/10/12","48","syrphid","big yellow aster","Asteraceae","Hymenoxys hoopesii",2,2,"LCP","PL_081012_48","Diptera","Syrphidae","Copestylum",NA,"lentum","","","M. Hauser","2013","Williston"
"PL",31,"8/10/12","261","syrphid","big yellow aster","Asteraceae","Hymenoxys hoopesii",2,2,"HLS","PL_081012_261","Diptera","Syrphidae","Eristalis",NA,"stipator","","","M. Hauser","2013","Osten Sacken"
"PL",32,"8/11/12","58","bee","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_58","Hymenoptera","Andrenidae","Andrena",NA,"apacheorum","","f","J.S. Ascher","2013","Cockerell"
"PL",32,"8/11/12","244","small dark bee","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_244","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","59","honey bee","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_59","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","214","honey bee","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_214","Hymenoptera","Apidae","Apis","","mellifera","","f","J.S. Ascher","2013","Linnaeus"
"PL",32,"8/11/12","57","bumble bee","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_57","Hymenoptera","Apidae","Bombus","","centralis","","f","R.W. Thorp","2013","Cresson"
"PL",32,"8/11/12","221","sweat bee","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_221","Hymenoptera","Halictidae","Agapostemen","","angelicus","","f","J.S. Ascher","2013","Cockerell"
"PL",32,"8/11/12","253","blue","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_253","Lepidoptera","Lycaenidae","Leptotes",NA,"marina","","","L.Ponisio","2013","Reakirt"
"PL",32,"8/11/12","210","bee","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_210","Hymenoptera","Megachilidae","Megachile","","inimica","sayi","m","J.S. Ascher","2013","Cresson"
"PL",32,"8/11/12","60","wasp","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","103","moth","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","211","bombyliid","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","212","wasp","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","213","wasp","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","215","wasp","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","216","wasp","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","217","bombyliid","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","220","wasp","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","222","wasp","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","224","bombyliid","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","228","bombyliid","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","290","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","291","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","292","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","293","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","294","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","295","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","296","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","297","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","298","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","299","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","300","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","301","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","302","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","303","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","304","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","305","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","306","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","307","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","308","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","309","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","310","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","311","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","312","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","313","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","314","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","315","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","316","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","317","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","318","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","319","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","320","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","321","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","322","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","323","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","324","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","325","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","326","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","327","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","328","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","329","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","330","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","331","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","332","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","333","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","334","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","335","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","336","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","337","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","338","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","339","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","340","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","341","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","342","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","343","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","344","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","345","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","346","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","347","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","348","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","349","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","350","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","351","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","352","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","353","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","354","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","355","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","356","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","357","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","358","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"HLS","PL_081112_358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","378","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","379","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","380","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","381","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","382","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","383","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","384","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","385","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","386","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","387","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","388","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","389","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","390","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","391","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","392","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","393","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","394","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","395","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","396","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","397","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","398","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","399","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","400","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","401","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","402","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","403","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","404","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","405","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","406","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","407","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","408","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","409","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","410","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","411","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","412","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","413","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","414","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","415","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","416","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","417","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","418","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","419","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","420","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","421","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","422","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","423","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","424","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","425","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","426","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","427","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","428","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","429","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","430","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL",32,"8/11/12","431","fly","big yellow aster","Asteraceae","Hymenoxys hoopesii",3,3,"LCP","PL_081112_431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
