site,date,number,genID,finalPlantID
SC,72312,115,short tongued fly,Holodiscus dumosus
SC,72312,116,short tongued fly,Holodiscus dumosus
SC,72312,117,short tongued fly,Holodiscus dumosus
SC,72312,118,short tongued fly,Holodiscus dumosus
SC,72312,119,short tongued fly,Holodiscus dumosus
SC,72312,120,short tongued fly,Holodiscus dumosus
SC,72312,121,short tongued fly,Holodiscus dumosus
SC,72312,122,short tongued fly,Holodiscus dumosus
SC,72312,123,short tongued fly,Holodiscus dumosus
SC,72312,124,short tongued fly,Holodiscus dumosus
SC,72312,125,short tongued fly,Holodiscus dumosus
SC,72312,126,short tongued fly,Holodiscus dumosus
SC,72312,127,short tongued fly,Holodiscus dumosus
SC,72312,128,short tongued fly,Holodiscus dumosus
SC,72312,129,short tongued fly,Holodiscus dumosus
SC,72312,130,short tongued fly,Holodiscus dumosus
SC,72312,131,short tongued fly,Holodiscus dumosus
SC,72312,132,short tongued fly,Holodiscus dumosus
SC,72312,133,short tongued fly,Holodiscus dumosus
SC,72312,134,short tongued fly,Holodiscus dumosus
SC,72312,135,short tongued fly,Holodiscus dumosus
SC,72312,136,short tongued fly,Holodiscus dumosus
SC,72312,137,short tongued fly,Holodiscus dumosus
SC,72312,138,short tongued fly,Holodiscus dumosus
SC,72312,139,short tongued fly,Holodiscus dumosus
SC,72312,140,short tongued fly,Holodiscus dumosus
SC,72312,141,short tongued fly,Holodiscus dumosus
SC,72312,142,short tongued fly,Holodiscus dumosus
SC,72312,143,short tongued fly,Holodiscus dumosus
SC,72612,64,short tongued fly,Holodiscus dumosus
SC,72612,65,short tongued fly,Holodiscus dumosus
SC,72612,66,short tongued fly,Holodiscus dumosus
SC,72612,67,short tongued fly,Holodiscus dumosus
SC,72612,68,short tongued fly,Holodiscus dumosus
SC,72612,69,short tongued fly,Holodiscus dumosus
SC,72612,70,short tongued fly,Holodiscus dumosus
SC,72612,71,short tongued fly,Holodiscus dumosus
SC,72612,72,short tongued fly,Holodiscus dumosus
SC,72612,73,short tongued fly,Holodiscus dumosus
SC,72612,74,wasp,Holodiscus dumosus
SC,72712,82,short tongued fly,Holodiscus dumosus
SC,72712,83,short tongued fly,Holodiscus dumosus
SC,72712,84,short tongued fly,Holodiscus dumosus
SC,72712,85,short tongued fly,Holodiscus dumosus
SC,72712,86,short tongued fly,Holodiscus dumosus
SC,72712,87,short tongued fly,Holodiscus dumosus
SC,72712,88,short tongued fly,Holodiscus dumosus
SC,72712,89,short tongued fly,Holodiscus dumosus
SC,72712,90,short tongued fly,Holodiscus dumosus
SC,72712,246,short tongued fly,Holodiscus dumosus
SC,72712,247,short tongued fly,Holodiscus dumosus
SC,72712,248,short tongued fly,Holodiscus dumosus
SC,72712,249,short tongued fly,Holodiscus dumosus
SC,72712,250,short tongued fly,Holodiscus dumosus
SC,72712,251,short tongued fly,Holodiscus dumosus
SC,72712,252,short tongued fly,Holodiscus dumosus
SC,72712,253,short tongued fly,Holodiscus dumosus
SC,72712,254,short tongued fly,Holodiscus dumosus
SC,72812,95,short tongued fly,Holodiscus dumosus
SC,72812,96,short tongued fly,Holodiscus dumosus
SC,72812,97,short tongued fly,Holodiscus dumosus
SC,72812,98,short tongued fly,Holodiscus dumosus
SC,72812,99,short tongued fly,Holodiscus dumosus
SC,72812,100,short tongued fly,Holodiscus dumosus
SC,72812,101,short tongued fly,Holodiscus dumosus
SC,72812,102,short tongued fly,Holodiscus dumosus
SC,72812,103,short tongued fly,Holodiscus dumosus
SC,72812,104,short tongued fly,Holodiscus dumosus
SC,72812,105,short tongued fly,Holodiscus dumosus
SC,72912,115,short tongued fly,Holodiscus dumosus
SC,72912,116,short tongued fly,Holodiscus dumosus
JC,71112,6,wasp,Hymenopappus newberryi
JC,71112,7,short tongued bee,Hymenopappus newberryi
JC,71112,25,short tongued fly,Hymenopappus newberryi
JC,71212,42,short tongued fly,Hymenopappus newberryi
JC,71212,50,short tongued fly,Hymenopappus newberryi
JC,71212,63,short tongued fly,Hymenopappus newberryi
JC,71212,76,short tongued fly,Hymenopappus newberryi
JC,71212,92,short tongued fly,Hymenopappus newberryi
JC,71212,93,short tongued fly,Hymenopappus newberryi
JC,71212,94,short tongued fly,Hymenopappus newberryi
JC,71212,124,butterfly,Hymenopappus newberryi
JC,71212,127,butterfly,Hymenopappus newberryi
JC,71212,128,butterfly,Hymenopappus newberryi
JC,71412,1,short tongued fly,Hymenopappus newberryi
JC,71412,2,short tongued fly,Hymenopappus newberryi
JC,71412,3,long tongued bee,Hymenopappus newberryi
JC,71412,4,wasp,Hymenopappus newberryi
JC,71412,5,wasp,Hymenopappus newberryi
JC,71412,6,long tongued bee,Hymenopappus newberryi
JC,71412,7,short tongued fly,Hymenopappus newberryi
JC,71412,8,short tongued fly,Hymenopappus newberryi
JC,71412,9,short tongued fly,Hymenopappus newberryi
JC,71412,23,butterfly,Hymenopappus newberryi
JC,71412,24,butterfly,Hymenopappus newberryi
JC,71412,25,moth,Hymenopappus newberryi
JC,71412,93,short tongued fly,Hymenopappus newberryi
JC,71412,94,short tongued fly,Hymenopappus newberryi
JC,71412,95,short tongued fly,Hymenopappus newberryi
JC,71412,96,short tongued bee,Hymenopappus newberryi
JC,71412,97,short tongued fly,Hymenopappus newberryi
JC,71412,98,wasp,Hymenopappus newberryi
JC,71412,99,wasp,Hymenopappus newberryi
JC,71412,100,short tongued fly,Hymenopappus newberryi
JC,71412,101,long tongued bee,Hymenopappus newberryi
JC,71412,102,short tongued bee,Hymenopappus newberryi
JC,71412,103,short tongued bee,Hymenopappus newberryi
JC,71412,104,short tongued bee,Hymenopappus newberryi
JC,71412,105,short tongued bee,Hymenopappus newberryi
JC,71412,106,short tongued bee,Hymenopappus newberryi
JC,71412,107,short tongued fly,Hymenopappus newberryi
JC,71412,108,short tongued fly,Hymenopappus newberryi
JC,71412,109,wasp,Hymenopappus newberryi
JC,71412,110,short tongued fly,Hymenopappus newberryi
JC,71412,147,short tongued fly,Hymenopappus newberryi
JC,71412,148,short tongued fly,Hymenopappus newberryi
JC,71412,159,short tongued fly,Hymenopappus newberryi
JC,71412,160,moth,Hymenopappus newberryi
JC,71512,9,butterfly,Hymenopappus newberryi
JC,71512,10,butterfly,Hymenopappus newberryi
JC,71512,11,butterfly,Hymenopappus newberryi
JC,71512,12,moth,Hymenopappus newberryi
JC,71512,13,moth,Hymenopappus newberryi
JC,71512,20,wasp,Hymenopappus newberryi
JC,71512,21,wasp,Hymenopappus newberryi
JC,71512,22,long tongued bee,Hymenopappus newberryi
JC,71512,23,short tongued fly,Hymenopappus newberryi
JC,71512,24,short tongued fly,Hymenopappus newberryi
JC,71512,25,wasp,Hymenopappus newberryi
JC,71512,26,wasp,Hymenopappus newberryi
JC,71512,27,short tongued fly,Hymenopappus newberryi
JC,71512,28,short tongued fly,Hymenopappus newberryi
JC,71512,29,long tongued bee,Hymenopappus newberryi
JC,71512,30,short tongued bee,Hymenopappus newberryi
JC,71512,31,short tongued fly,Hymenopappus newberryi
JC,71512,32,beetle,Hymenopappus newberryi
JC,71512,33,long tongued bee,Hymenopappus newberryi
JC,71512,34,short tongued fly,Hymenopappus newberryi
JC,71512,35,beetle,Hymenopappus newberryi
JC,71512,36,short tongued bee,Hymenopappus newberryi
JC,71512,37,short tongued bee,Hymenopappus newberryi
JC,71512,106,long tongued bee,Hymenopappus newberryi
JC,71512,107,short tongued fly,Hymenopappus newberryi
JC,71512,108,beetle,Hymenopappus newberryi
JC,71512,148,short tongued fly,Hymenopappus newberryi
JC,71512,149,long tongued bee,Hymenopappus newberryi
JC,71612,1,butterfly,Hymenopappus newberryi
JC,71612,2,butterfly,Hymenopappus newberryi
JC,71612,3,butterfly,Hymenopappus newberryi
JC,71612,6,butterfly,Hymenopappus newberryi
JC,71612,11,butterfly,Hymenopappus newberryi
JC,71612,22,wasp,Hymenopappus newberryi
JC,71612,49,long tongued fly,Hymenopappus newberryi
JC,71612,51,short tongued fly,Hymenopappus newberryi
JC,71612,56,long tongued bee,Hymenopappus newberryi
JC,71612,57,moth,Hymenopappus newberryi
JC,71612,64,short tongued fly,Hymenopappus newberryi
JC,71612,109,wasp,Hymenopappus newberryi
JC,71612,110,short tongued fly,Hymenopappus newberryi
JC,71612,122,wasp,Hymenopappus newberryi
JC,71612,135,short tongued fly,Hymenopappus newberryi
JC,71612,136,long tongued bee,Hymenopappus newberryi
JC,71612,144,short tongued fly,Hymenopappus newberryi
JC,71612,145,short tongued fly,Hymenopappus newberryi
JC,71612,146,short tongued fly,Hymenopappus newberryi
JC,71612,147,short tongued fly,Hymenopappus newberryi
JC,71612,148,short tongued fly,Hymenopappus newberryi
JC,71612,149,long tongued bee,Hymenopappus newberryi
JC,71612,150,long tongued bee,Hymenopappus newberryi
JC,71612,151,short tongued fly,Hymenopappus newberryi
JC,71612,153,butterfly,Hymenopappus newberryi
JC,71712,1,butterfly,Hymenopappus newberryi
JC,71712,6,butterfly,Hymenopappus newberryi
JC,71712,12,moth,Hymenopappus newberryi
JC,71712,24,long tongued bee,Hymenopappus newberryi
JC,71712,33,short tongued fly,Hymenopappus newberryi
JC,71712,34,short tongued fly,Hymenopappus newberryi
JC,71712,39,long tongued bee,Hymenopappus newberryi
JC,71712,51,long tongued bee,Hymenopappus newberryi
JC,71712,56,short tongued fly,Hymenopappus newberryi
JC,71712,141,short tongued bee,Hymenopappus newberryi
JC,71712,142,short tongued fly,Hymenopappus newberryi
JC,71712,143,short tongued fly,Hymenopappus newberryi
JC,71712,144,short tongued fly,Hymenopappus newberryi
JC,71712,145,short tongued fly,Hymenopappus newberryi
JC,71712,146,short tongued fly,Hymenopappus newberryi
JC,71712,147,long tongued bee,Hymenopappus newberryi
JC,71712,148,short tongued bee,Hymenopappus newberryi
JC,71712,178,short tongued fly,Hymenopappus newberryi
JC,71712,179,short tongued fly,Hymenopappus newberryi
JC,71512,184,short tongued bee,Hymenopappus newberryi
MM,73112,21,short tongued fly,Hymenopappus newberryi
MM,73112,22,short tongued fly,Hymenopappus newberryi
MM,73112,23,short tongued fly,Hymenopappus newberryi
MM,73112,24,long tongued bee,Hymenopappus newberryi
MM,73112,25,short tongued fly,Hymenopappus newberryi
MM,73112,26,short tongued fly,Hymenopappus newberryi
MM,73112,27,short tongued fly,Hymenopappus newberryi
MM,73112,28,short tongued fly,Hymenopappus newberryi
MM,73112,29,short tongued fly,Hymenopappus newberryi
MM,73112,30,long tongued bee,Hymenopappus newberryi
MM,73112,76,short tongued bee,Hymenopappus newberryi
MM,73112,77,short tongued fly,Hymenopappus newberryi
MM,73112,78,short tongued fly,Hymenopappus newberryi
MM,73112,79,short tongued fly,Hymenopappus newberryi
MM,73112,80,short tongued fly,Hymenopappus newberryi
MM,73112,107,long tongued fly,Hymenopappus newberryi
MM,73112,108,short tongued fly,Hymenopappus newberryi
MM,73112,109,short tongued fly,Hymenopappus newberryi
MM,73112,110,short tongued fly,Hymenopappus newberryi
MM,80112,26,short tongued fly,Hymenopappus newberryi
MM,80112,27,short tongued fly,Hymenopappus newberryi
MM,80112,28,short tongued fly,Hymenopappus newberryi
MM,80112,29,short tongued fly,Hymenopappus newberryi
MM,80112,30,short tongued fly,Hymenopappus newberryi
MM,80112,31,long tongued bee,Hymenopappus newberryi
MM,80112,32,short tongued fly,Hymenopappus newberryi
MM,80112,33,short tongued fly,Hymenopappus newberryi
MM,80112,34,long tongued bee,Hymenopappus newberryi
MM,80112,35,long tongued fly,Hymenopappus newberryi
MM,80112,36,short tongued fly,Hymenopappus newberryi
MM,80112,37,short tongued bee,Hymenopappus newberryi
MM,80112,38,short tongued fly,Hymenopappus newberryi
MM,80112,39,short tongued fly,Hymenopappus newberryi
MM,80112,40,short tongued fly,Hymenopappus newberryi
MM,80112,41,short tongued fly,Hymenopappus newberryi
MM,80112,42,short tongued fly,Hymenopappus newberryi
MM,80112,43,short tongued fly,Hymenopappus newberryi
MM,80112,44,short tongued fly,Hymenopappus newberryi
MM,80112,45,short tongued fly,Hymenopappus newberryi
MM,80112,46,short tongued fly,Hymenopappus newberryi
MM,80112,47,long tongued fly,Hymenopappus newberryi
MM,80112,48,short tongued fly,Hymenopappus newberryi
MM,80112,49,short tongued fly,Hymenopappus newberryi
MM,80112,50,short tongued fly,Hymenopappus newberryi
MM,80112,51,short tongued fly,Hymenopappus newberryi
MM,80112,52,long tongued fly,Hymenopappus newberryi
MM,80112,53,short tongued fly,Hymenopappus newberryi
MM,80112,160,short tongued fly,Hymenopappus newberryi
MM,80112,161,short tongued fly,Hymenopappus newberryi
MM,80112,162,short tongued fly,Hymenopappus newberryi
MM,80112,163,short tongued fly,Hymenopappus newberryi
MM,80112,164,short tongued fly,Hymenopappus newberryi
MM,80112,165,short tongued fly,Hymenopappus newberryi
MM,80112,166,short tongued fly,Hymenopappus newberryi
MM,80112,167,long tongued fly,Hymenopappus newberryi
MM,80112,168,short tongued fly,Hymenopappus newberryi
MM,80112,169,short tongued fly,Hymenopappus newberryi
MM,80112,170,short tongued fly,Hymenopappus newberryi
MM,80112,171,short tongued fly,Hymenopappus newberryi
MM,80112,172,short tongued fly,Hymenopappus newberryi
MM,80112,173,short tongued fly,Hymenopappus newberryi
MM,80112,174,short tongued fly,Hymenopappus newberryi
MM,80112,175,short tongued fly,Hymenopappus newberryi
MM,80112,176,short tongued fly,Hymenopappus newberryi
MM,80112,177,short tongued fly,Hymenopappus newberryi
MM,80112,178,short tongued fly,Hymenopappus newberryi
MM,80112,179,short tongued fly,Hymenopappus newberryi
MM,80112,180,long tongued fly,Hymenopappus newberryi
MM,80112,181,short tongued fly,Hymenopappus newberryi
MM,80112,182,short tongued fly,Hymenopappus newberryi
MM,80112,183,short tongued fly,Hymenopappus newberryi
MM,80112,184,short tongued fly,Hymenopappus newberryi
MM,80112,185,short tongued fly,Hymenopappus newberryi
MM,80112,186,short tongued fly,Hymenopappus newberryi
MM,80112,187,short tongued fly,Hymenopappus newberryi
MM,80112,188,short tongued fly,Hymenopappus newberryi
MM,80112,189,short tongued fly,Hymenopappus newberryi
MM,80112,190,short tongued fly,Hymenopappus newberryi
MM,80212,28,short tongued fly,Hymenopappus newberryi
MM,80212,29,short tongued fly,Hymenopappus newberryi
MM,80212,30,short tongued fly,Hymenopappus newberryi
MM,80212,31,short tongued fly,Hymenopappus newberryi
MM,80212,32,short tongued fly,Hymenopappus newberryi
MM,80212,33,short tongued fly,Hymenopappus newberryi
MM,80212,34,short tongued fly,Hymenopappus newberryi
MM,80212,35,short tongued fly,Hymenopappus newberryi
MM,80212,36,short tongued fly,Hymenopappus newberryi
MM,80212,37,short tongued fly,Hymenopappus newberryi
MM,80212,38,short tongued fly,Hymenopappus newberryi
MM,80212,39,short tongued fly,Hymenopappus newberryi
MM,80212,40,short tongued fly,Hymenopappus newberryi
MM,80212,41,short tongued fly,Hymenopappus newberryi
MM,80212,42,short tongued fly,Hymenopappus newberryi
MM,80212,43,short tongued fly,Hymenopappus newberryi
MM,80212,44,short tongued fly,Hymenopappus newberryi
MM,80212,45,short tongued fly,Hymenopappus newberryi
MM,80212,46,short tongued fly,Hymenopappus newberryi
MM,80212,47,short tongued fly,Hymenopappus newberryi
MM,80212,48,short tongued fly,Hymenopappus newberryi
MM,80212,49,wasp,Hymenopappus newberryi
MM,80212,169,long tongued fly,Hymenopappus newberryi
MM,80212,170,short tongued fly,Hymenopappus newberryi
MM,80212,171,wasp,Hymenopappus newberryi
MM,80212,175,short tongued fly,Hymenopappus newberryi
MM,80212,176,wasp,Hymenopappus newberryi
MM,80212,177,short tongued fly,Hymenopappus newberryi
MM,80212,178,short tongued fly,Hymenopappus newberryi
MM,80212,179,short tongued bee,Hymenopappus newberryi
MM,80212,211,short tongued fly,Hymenopappus newberryi
MM,80212,212,short tongued fly,Hymenopappus newberryi
MM,80212,213,short tongued fly,Hymenopappus newberryi
MM,80212,245,short tongued fly,Hymenopappus newberryi
MM,80212,246,short tongued fly,Hymenopappus newberryi
MM,80212,247,short tongued fly,Hymenopappus newberryi
MM,80212,248,short tongued fly,Hymenopappus newberryi
MM,80212,249,short tongued fly,Hymenopappus newberryi
MM,80212,250,short tongued fly,Hymenopappus newberryi
MM,80212,251,short tongued fly,Hymenopappus newberryi
MM,80212,252,short tongued fly,Hymenopappus newberryi
MM,80212,253,short tongued fly,Hymenopappus newberryi
MM,80212,254,wasp,Hymenopappus newberryi
MM,80212,255,short tongued fly,Hymenopappus newberryi
MM,80212,256,short tongued fly,Hymenopappus newberryi
MM,80212,257,short tongued fly,Hymenopappus newberryi
MM,80212,258,short tongued fly,Hymenopappus newberryi
MM,80212,259,short tongued fly,Hymenopappus newberryi
MM,80212,319,moth,Hymenopappus newberryi
MM,80212,329,butterfly,Hymenopappus newberryi
MM,80312,40,short tongued fly,Hymenopappus newberryi
MM,80312,41,short tongued fly,Hymenopappus newberryi
MM,80312,42,short tongued fly,Hymenopappus newberryi
MM,80312,43,short tongued fly,Hymenopappus newberryi
MM,80312,44,short tongued fly,Hymenopappus newberryi
MM,80312,45,short tongued fly,Hymenopappus newberryi
MM,80312,46,short tongued fly,Hymenopappus newberryi
MM,80312,47,short tongued fly,Hymenopappus newberryi
MM,80312,48,short tongued fly,Hymenopappus newberryi
MM,80312,49,short tongued fly,Hymenopappus newberryi
MM,80312,50,short tongued fly,Hymenopappus newberryi
MM,80312,51,short tongued fly,Hymenopappus newberryi
MM,80312,52,short tongued fly,Hymenopappus newberryi
MM,80312,53,short tongued fly,Hymenopappus newberryi
MM,80312,54,short tongued fly,Hymenopappus newberryi
MM,80312,55,short tongued fly,Hymenopappus newberryi
MM,80312,56,short tongued fly,Hymenopappus newberryi
MM,80312,164,short tongued fly,Hymenopappus newberryi
MM,80312,165,short tongued fly,Hymenopappus newberryi
MM,80312,166,short tongued fly,Hymenopappus newberryi
MM,80312,167,short tongued fly,Hymenopappus newberryi
MM,80312,168,short tongued fly,Hymenopappus newberryi
MM,80312,169,short tongued fly,Hymenopappus newberryi
MM,80312,170,short tongued fly,Hymenopappus newberryi
MM,80312,171,short tongued fly,Hymenopappus newberryi
MM,80312,172,short tongued fly,Hymenopappus newberryi
MM,80312,173,short tongued fly,Hymenopappus newberryi
MM,80312,174,short tongued fly,Hymenopappus newberryi
MM,80312,175,short tongued fly,Hymenopappus newberryi
MM,80312,176,short tongued fly,Hymenopappus newberryi
MM,80312,177,short tongued fly,Hymenopappus newberryi
MM,80312,178,short tongued fly,Hymenopappus newberryi
MM,80312,179,short tongued fly,Hymenopappus newberryi
MM,80312,180,short tongued fly,Hymenopappus newberryi
MM,80412,30,short tongued fly,Hymenopappus newberryi
MM,80412,31,short tongued fly,Hymenopappus newberryi
MM,80412,32,short tongued fly,Hymenopappus newberryi
MM,80412,33,short tongued fly,Hymenopappus newberryi
MM,80412,34,short tongued fly,Hymenopappus newberryi
MM,80412,35,short tongued fly,Hymenopappus newberryi
MM,80412,36,short tongued fly,Hymenopappus newberryi
MM,80412,37,short tongued fly,Hymenopappus newberryi
MM,80412,38,short tongued fly,Hymenopappus newberryi
MM,80412,39,short tongued fly,Hymenopappus newberryi
MM,80412,40,short tongued fly,Hymenopappus newberryi
MM,80412,41,short tongued fly,Hymenopappus newberryi
MM,80412,42,short tongued fly,Hymenopappus newberryi
MM,80412,43,short tongued fly,Hymenopappus newberryi
MM,80412,44,short tongued fly,Hymenopappus newberryi
MM,80412,45,short tongued fly,Hymenopappus newberryi
MM,80412,46,short tongued fly,Hymenopappus newberryi
MM,80412,47,short tongued fly,Hymenopappus newberryi
MM,80412,48,short tongued fly,Hymenopappus newberryi
MM,80412,49,short tongued fly,Hymenopappus newberryi
MM,80412,119,long tongued bee,Hymenopappus newberryi
MM,80412,143,short tongued fly,Hymenopappus newberryi
MM,80412,144,short tongued fly,Hymenopappus newberryi
MM,80412,145,short tongued fly,Hymenopappus newberryi
MM,80412,146,short tongued fly,Hymenopappus newberryi
MM,80412,147,short tongued fly,Hymenopappus newberryi
MM,80412,148,short tongued fly,Hymenopappus newberryi
MM,80412,149,short tongued fly,Hymenopappus newberryi
MM,80412,150,long tongued fly,Hymenopappus newberryi
MM,80412,151,long tongued fly,Hymenopappus newberryi
MM,80412,152,short tongued fly,Hymenopappus newberryi
MM,80412,153,short tongued fly,Hymenopappus newberryi
MM,80412,154,short tongued fly,Hymenopappus newberryi
MM,80412,155,short tongued fly,Hymenopappus newberryi
MM,80412,156,short tongued fly,Hymenopappus newberryi
MM,80412,157,short tongued fly,Hymenopappus newberryi
MM,80412,238,short tongued fly,Hymenopappus newberryi
MM,80412,239,short tongued fly,Hymenopappus newberryi
MM,80412,240,short tongued fly,Hymenopappus newberryi
MM,80412,241,short tongued fly,Hymenopappus newberryi
MM,80412,242,short tongued fly,Hymenopappus newberryi
MM,80112,117,long tongued bee,Hymenoxys hoopesii
MM,80112,122,short tongued fly,Hymenoxys hoopesii
MM,80112,123,wasp,Hymenoxys hoopesii
MM,80112,124,wasp,Hymenoxys hoopesii
PL,80912,1,short tongued fly,Hymenoxys hoopesii
PL,80912,2,short tongued fly,Hymenoxys hoopesii
PL,80912,3,short tongued fly,Hymenoxys hoopesii
PL,80912,4,short tongued fly,Hymenoxys hoopesii
PL,80912,5,short tongued fly,Hymenoxys hoopesii
PL,80912,6,short tongued fly,Hymenoxys hoopesii
PL,80912,7,short tongued fly,Hymenoxys hoopesii
PL,80912,8,short tongued fly,Hymenoxys hoopesii
PL,80912,9,short tongued fly,Hymenoxys hoopesii
PL,80912,10,short tongued fly,Hymenoxys hoopesii
PL,80912,11,short tongued fly,Hymenoxys hoopesii
PL,80912,12,short tongued fly,Hymenoxys hoopesii
PL,80912,13,short tongued fly,Hymenoxys hoopesii
PL,80912,14,short tongued fly,Hymenoxys hoopesii
PL,80912,15,short tongued fly,Hymenoxys hoopesii
PL,80912,16,short tongued fly,Hymenoxys hoopesii
PL,80912,17,short tongued fly,Hymenoxys hoopesii
PL,80912,18,short tongued fly,Hymenoxys hoopesii
PL,80912,19,short tongued fly,Hymenoxys hoopesii
PL,80912,20,short tongued fly,Hymenoxys hoopesii
PL,80912,21,short tongued fly,Hymenoxys hoopesii
PL,80912,22,short tongued fly,Hymenoxys hoopesii
PL,80912,23,short tongued fly,Hymenoxys hoopesii
PL,80912,24,short tongued fly,Hymenoxys hoopesii
PL,80912,25,short tongued fly,Hymenoxys hoopesii
PL,80912,26,short tongued fly,Hymenoxys hoopesii
PL,80912,27,short tongued fly,Hymenoxys hoopesii
PL,80912,28,short tongued fly,Hymenoxys hoopesii
PL,80912,29,short tongued fly,Hymenoxys hoopesii
PL,80912,30,short tongued fly,Hymenoxys hoopesii
PL,80912,31,short tongued fly,Hymenoxys hoopesii
PL,80912,32,short tongued fly,Hymenoxys hoopesii
PL,80912,33,short tongued fly,Hymenoxys hoopesii
PL,80912,34,short tongued fly,Hymenoxys hoopesii
PL,80912,35,long tongued fly,Hymenoxys hoopesii
PL,80912,36,long tongued fly,Hymenoxys hoopesii
PL,80912,37,long tongued fly,Hymenoxys hoopesii
PL,80912,38,long tongued fly,Hymenoxys hoopesii
PL,80912,39,long tongued fly,Hymenoxys hoopesii
PL,80912,40,long tongued fly,Hymenoxys hoopesii
PL,80912,41,short tongued fly,Hymenoxys hoopesii
PL,80912,42,short tongued fly,Hymenoxys hoopesii
PL,80912,43,short tongued fly,Hymenoxys hoopesii
PL,80912,44,short tongued fly,Hymenoxys hoopesii
PL,80912,45,short tongued fly,Hymenoxys hoopesii
PL,80912,46,short tongued fly,Hymenoxys hoopesii
PL,80912,47,short tongued fly,Hymenoxys hoopesii
PL,80912,48,short tongued fly,Hymenoxys hoopesii
PL,80912,49,short tongued fly,Hymenoxys hoopesii
PL,80912,50,short tongued fly,Hymenoxys hoopesii
PL,80912,51,short tongued fly,Hymenoxys hoopesii
PL,80912,52,short tongued fly,Hymenoxys hoopesii
PL,80912,53,short tongued fly,Hymenoxys hoopesii
PL,80912,54,short tongued fly,Hymenoxys hoopesii
PL,80912,55,short tongued fly,Hymenoxys hoopesii
PL,80912,56,short tongued fly,Hymenoxys hoopesii
PL,80912,57,short tongued fly,Hymenoxys hoopesii
PL,80912,58,short tongued fly,Hymenoxys hoopesii
PL,80912,59,short tongued fly,Hymenoxys hoopesii
PL,80912,60,short tongued fly,Hymenoxys hoopesii
PL,80912,61,short tongued fly,Hymenoxys hoopesii
PL,80912,62,short tongued fly,Hymenoxys hoopesii
PL,80912,63,short tongued fly,Hymenoxys hoopesii
PL,80912,64,short tongued fly,Hymenoxys hoopesii
PL,80912,65,short tongued fly,Hymenoxys hoopesii
PL,80912,66,short tongued fly,Hymenoxys hoopesii
PL,80912,67,short tongued fly,Hymenoxys hoopesii
PL,80912,68,short tongued fly,Hymenoxys hoopesii
PL,80912,69,short tongued fly,Hymenoxys hoopesii
PL,80912,70,short tongued fly,Hymenoxys hoopesii
PL,80912,71,short tongued fly,Hymenoxys hoopesii
PL,80912,72,short tongued fly,Hymenoxys hoopesii
PL,80912,73,short tongued fly,Hymenoxys hoopesii
PL,80912,74,short tongued fly,Hymenoxys hoopesii
PL,80912,75,short tongued fly,Hymenoxys hoopesii
PL,80912,76,short tongued fly,Hymenoxys hoopesii
PL,80912,77,short tongued fly,Hymenoxys hoopesii
PL,80912,78,short tongued fly,Hymenoxys hoopesii
PL,80912,79,short tongued fly,Hymenoxys hoopesii
PL,80912,80,short tongued fly,Hymenoxys hoopesii
PL,80912,81,short tongued fly,Hymenoxys hoopesii
PL,80912,82,short tongued bee,Hymenoxys hoopesii
PL,80912,83,long tongued bee,Hymenoxys hoopesii
PL,80912,84,short tongued fly,Hymenoxys hoopesii
PL,80912,85,wasp,Hymenoxys hoopesii
PL,80912,86,long tongued bee,Hymenoxys hoopesii
PL,80912,87,long tongued bee,Hymenoxys hoopesii
PL,80912,162,long tongued bee,Hymenoxys hoopesii
PL,80912,163,short tongued fly,Hymenoxys hoopesii
PL,80912,164,short tongued fly,Hymenoxys hoopesii
PL,80912,165,wasp,Hymenoxys hoopesii
PL,80912,166,short tongued fly,Hymenoxys hoopesii
PL,80912,167,long tongued bee,Hymenoxys hoopesii
PL,80912,168,long tongued bee,Hymenoxys hoopesii
PL,80912,169,long tongued fly,Hymenoxys hoopesii
PL,80912,170,short tongued fly,Hymenoxys hoopesii
PL,80912,171,short tongued fly,Hymenoxys hoopesii
PL,80912,172,short tongued fly,Hymenoxys hoopesii
PL,80912,173,short tongued fly,Hymenoxys hoopesii
PL,80912,174,short tongued fly,Hymenoxys hoopesii
PL,80912,175,short tongued fly,Hymenoxys hoopesii
PL,80912,176,short tongued fly,Hymenoxys hoopesii
PL,80912,177,short tongued fly,Hymenoxys hoopesii
PL,80912,178,short tongued fly,Hymenoxys hoopesii
PL,80912,179,short tongued fly,Hymenoxys hoopesii
PL,80912,180,short tongued fly,Hymenoxys hoopesii
PL,80912,181,short tongued fly,Hymenoxys hoopesii
PL,80912,182,short tongued fly,Hymenoxys hoopesii
PL,80912,183,short tongued fly,Hymenoxys hoopesii
PL,80912,184,short tongued fly,Hymenoxys hoopesii
PL,80912,185,short tongued fly,Hymenoxys hoopesii
PL,80912,186,short tongued fly,Hymenoxys hoopesii
PL,80912,187,short tongued fly,Hymenoxys hoopesii
PL,80912,188,short tongued fly,Hymenoxys hoopesii
PL,80912,189,short tongued fly,Hymenoxys hoopesii
PL,80912,190,short tongued fly,Hymenoxys hoopesii
PL,80912,191,short tongued fly,Hymenoxys hoopesii
PL,80912,192,short tongued fly,Hymenoxys hoopesii
PL,80912,193,short tongued fly,Hymenoxys hoopesii
PL,80912,194,short tongued fly,Hymenoxys hoopesii
PL,80912,195,short tongued fly,Hymenoxys hoopesii
PL,80912,196,short tongued fly,Hymenoxys hoopesii
