"site","dos","date","number","genID","order","family","genus","subgenus","species","subspecies","sex","fieldPlantID","plantFamily","finalPlantID","samplingDay","sampingRound","collector","determiner","dateDetermined","author","temp.id"
"CH",42,"8/21/12","113","bumble bee","Hymenoptera","Apidae","Bombus","","sonorus","","f","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"HLS","R.W. Thorp","2013","Say","CH_082112_113"
"CH",42,"8/21/12","209","blue","Lepidoptera","Lycaenidae","Hemiargus","","isola","","","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"LCP","L. Ponisio","2013","Reakirt","CH_082112_209"
"CH",42,"8/21/12","210","blue","Lepidoptera","Lycaenidae","Hemiargus","","isola","","","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"LCP","L. Ponisio","2013","Reakirt","CH_082112_210"
"CH",42,"8/21/12","36","bee",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"LCP","","",NA,"CH_082112_36"
"CH",42,"8/21/12","190","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"LCP","","",NA,"CH_082112_190"
"CH",42,"8/21/12","191","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"LCP","","",NA,"CH_082112_191"
"CH",42,"8/21/12","192","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"LCP","","",NA,"CH_082112_192"
"CH",42,"8/21/12","193","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"LCP","","",NA,"CH_082112_193"
"CH",42,"8/21/12","194","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"LCP","","",NA,"CH_082112_194"
"CH",42,"8/21/12","195","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"LCP","","",NA,"CH_082112_195"
"CH",42,"8/21/12","196","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"HLS","","",NA,"CH_082112_196"
"CH",42,"8/21/12","197","hawk moth",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"HLS","","",NA,"CH_082112_197"
"CH",42,"8/21/12","201","vanessa","Lepidoptera","Nymphalidae","Vanessa","","virginiensis","","","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"LCP","L. Ponisio","2013","Drury","CH_082112_201"
"CH",42,"8/21/12","186","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"HLS","L. Ponisio","2013","Boisduval","CH_082112_186"
"CH",42,"8/21/12","199","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"HLS","L. Ponisio","2013","Boisduval","CH_082112_199"
"CH",42,"8/21/12","85","syrphid","Diptera","Syrphidae","Allograpta","","obliqua","","","purple flower","Verbenacae","Glandularia bipinnatifida",4,2,"LCP","M. Hauser","2013","Say","CH_082112_85"
"CH",42,"8/21/12","37","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","purple flower","Verbenacae","Glandularia bipinnatifida",4,1,"LCP","M. Hauser","2013","Osten Sacken","CH_082112_37"
"CH",43,"8/22/12","92","blue","Lepidoptera","Lycaenidae","Hemiargus","","isola","","","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","L. Ponisio","2013","Reakirt","CH_082212_92"
"CH",43,"8/22/12","62","bombyliid",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","","",NA,"CH_082212_62"
"CH",43,"8/22/12","63","bombyliid",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","","",NA,"CH_082212_63"
"CH",43,"8/22/12","64","fly",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","","",NA,"CH_082212_64"
"CH",43,"8/22/12","65","beetle",NA,NA,NA,NA,NA,NA,"","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","","",NA,"CH_082212_65"
"CH",43,"8/22/12","66","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","","2013",NA,"CH_082212_66"
"CH",43,"8/22/12","88","swallowtail","Lepidoptera","Papilionidae","Papilio","","polyxenes","","","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","L. Ponisio","2013","Fabricius","CH_082212_88"
"CH",43,"8/22/12","31","fly","Diptera","Syrphidae","Copestylum","","anna","","","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"HLS","M. Hauser","2013","Williston","CH_082212_31"
"CH",43,"8/22/12","60","syrphid","Diptera","Syrphidae","Copestylum","","haagi","","","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","M. Hauser","2013","Jaennicke","CH_082212_60"
"CH",43,"8/22/12","30","fly","Diptera","Syrphidae","Copestylum","","violaceum","","","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"HLS","M. Hauser","2013","Say","CH_082212_30"
"CH",43,"8/22/12","61","syrphid","Diptera","Syrphidae","Syrphus","","ribesii","","","purple flower","Verbenacae","Glandularia bipinnatifida",5,1,"LCP","M. Hauser","2013","Linnaeus","CH_082212_61"
"CH",40,"8/19/12","3","bumble bee","Hymenoptera","Apidae","Bombus","","sonorus","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",2,1,"HLS","R.W. Thorp","2013","Say","CH_081912_3"
"CH",40,"8/19/12","6","fly",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",2,1,"HLS","","",NA,"CH_081912_6"
"CH",40,"8/19/12","8","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",2,1,"HLS","","2013",NA,"CH_081912_8"
"CH",41,"8/20/12","68","honey bee","Hymenoptera","Apidae","Apis","","mellifera","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,2,"LCP","J.S. Ascher","2013","Linnaeus","CH_082012_68"
"CH",41,"8/20/12","26","bumble bee","Hymenoptera","Apidae","Bombus","","sonorus","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"LCP","R.W. Thorp","2013","Say","CH_082012_26"
"CH",41,"8/20/12","22","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"LCP","","2013",NA,"CH_082012_22"
"CH",41,"8/20/12","23","bee",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"LCP","","",NA,"CH_082012_23"
"CH",41,"8/20/12","24","wasp",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"LCP","","",NA,"CH_082012_24"
"CH",41,"8/20/12","25","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"LCP","","2013",NA,"CH_082012_25"
"CH",41,"8/20/12","66","wasp",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,2,"LCP","","",NA,"CH_082012_66"
"CH",41,"8/20/12","67","beetle",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,2,"LCP","","",NA,"CH_082012_67"
"CH",41,"8/20/12","69","fly",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,2,"LCP","","",NA,"CH_082012_69"
"CH",41,"8/20/12","117","fly",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"HLS","","",NA,"CH_082012_117"
"CH",41,"8/20/12","118","beetle",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"HLS","","",NA,"CH_082012_118"
"CH",41,"8/20/12","119","bee",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"HLS","","",NA,"CH_082012_119"
"CH",41,"8/20/12","120","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"HLS","","2013",NA,"CH_082012_120"
"CH",41,"8/20/12","186","frittlry","Lepidoptera","Nymphalidae","Phyciodes","","tharos","","","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"LCP","L. Ponisio","2013","Drury","CH_082012_186"
"CH",41,"8/20/12","187","vanessa","Lepidoptera","Nymphalidae","Vanessa","","cardui","","","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",3,1,"LCP","L. Ponisio","2013","Linnaeus","CH_082012_187"
"CH",42,"8/21/12","53","honey bee","Hymenoptera","Apidae","Apis","","mellifera","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,1,"LCP","J.S. Ascher","2013","Linnaeus","CH_082112_53"
"CH",42,"8/21/12","54","bumble bee","Hymenoptera","Apidae","Bombus","","sonorus","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,1,"LCP","R.W. Thorp","2013","Say","CH_082112_54"
"CH",42,"8/21/12","157","bumble bee","Hymenoptera","Apidae","Bombus","","sonorus","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,2,"HLS","R.W. Thorp","2013","Say","CH_082112_157"
"CH",42,"8/21/12","106","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,1,"HLS","","2013",NA,"CH_082112_106"
"CH",42,"8/21/12","156","bee",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,2,"HLS","","",NA,"CH_082112_156"
"CH",42,"8/21/12","158","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,2,"HLS","","2013",NA,"CH_082112_158"
"CH",42,"8/21/12","188","vanessa","Lepidoptera","Nymphalidae","Vanessa","","cardui","","","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,1,"HLS","L. Ponisio","2013","Linnaeus","CH_082112_188"
"CH",42,"8/21/12","198","vanessa","Lepidoptera","Nymphalidae","Vanessa","","cardui","","","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,1,"HLS","L. Ponisio","2013","Linnaeus","CH_082112_198"
"CH",42,"8/21/12","187","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,2,"HLS","L. Ponisio","2013","Boisduval","CH_082112_187"
"CH",42,"8/21/12","189","sulfur","Lepidoptera","Pieridae","Colias","","eurytheme","","","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,1,"HLS","L. Ponisio","2013","Boisduval","CH_082112_189"
"CH",42,"8/21/12","121","syrphid","Diptera","Syrphidae","Eristalis","","stipator","","","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",4,1,"HLS","M. Hauser","2013","Osten Sacken","CH_082112_121"
"CH",43,"8/22/12","45","bumble bee","Hymenoptera","Apidae","Bombus","","sonorus","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"LCP","R.W. Thorp","2013","Say","CH_082212_45"
"CH",43,"8/22/12","48","bumble bee","Hymenoptera","Apidae","Bombus","","sonorus","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"LCP","R.W. Thorp","2013","Say","CH_082212_48"
"CH",43,"8/22/12","28","bee",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"HLS","","",NA,"CH_082212_28"
"CH",43,"8/22/12","29","moth",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"HLS","","",NA,"CH_082212_29"
"CH",43,"8/22/12","46","fly",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"LCP","","",NA,"CH_082212_46"
"CH",43,"8/22/12","47","bee","Hymenoptera","Apidae","Melissodes","Eumelissodes","confusa","","f","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"LCP","","2013",NA,"CH_082212_47"
"CH",43,"8/22/12","67","wasp",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"LCP","","",NA,"CH_082212_67"
"CH",43,"8/22/12","68","beetle",NA,NA,NA,NA,NA,NA,"","yellow aster","Asteraceae","Heliomeris multiflora var. nevadensis",5,1,"LCP","","",NA,"CH_082212_68"
"PL",30,"8/9/12","294","bee","Hymenoptera","Andrenidae","Andrena","","apacheorum","","f","white poof","Apiaceae","Heracleum sphondylium",1,1,"LCP","J.S. Ascher","2013","Cockerell","PL_080912_294"
"PL",30,"8/9/12","155","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",1,1,"HLS","","",NA,"PL_080912_155"
"PL",30,"8/9/12","156","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",1,1,"HLS","","",NA,"PL_080912_156"
"PL",30,"8/9/12","157","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",1,1,"HLS","","",NA,"PL_080912_157"
"PL",30,"8/9/12","158","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",1,1,"HLS","","",NA,"PL_080912_158"
"PL",30,"8/9/12","159","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",1,1,"HLS","","",NA,"PL_080912_159"
"PL",30,"8/9/12","160","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",1,1,"HLS","","",NA,"PL_080912_160"
"PL",30,"8/9/12","161","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",1,1,"HLS","","",NA,"PL_080912_161"
"PL",30,"8/9/12","293","fly",NA,NA,NA,NA,NA,NA,"","white poof","Apiaceae","Heracleum sphondylium",1,1,"LCP","","",NA,"PL_080912_293"
"PL",30,"8/9/12","295","fly",NA,NA,NA,NA,NA,NA,"","white poof","Apiaceae","Heracleum sphondylium",1,1,"LCP","","",NA,"PL_080912_295"
"PL",30,"8/9/12","296","fly",NA,NA,NA,NA,NA,NA,"","white poof","Apiaceae","Heracleum sphondylium",1,1,"LCP","","",NA,"PL_080912_296"
"PL",30,"8/9/12","297","fly",NA,NA,NA,NA,NA,NA,"","white poof","Apiaceae","Heracleum sphondylium",1,1,"LCP","","",NA,"PL_080912_297"
"PL",30,"8/9/12","298","fly",NA,NA,NA,NA,NA,NA,"","white poof","Apiaceae","Heracleum sphondylium",1,1,"LCP","","",NA,"PL_080912_298"
"PL",30,"8/9/12","299","fly",NA,NA,NA,NA,NA,NA,"","white poof","Apiaceae","Heracleum sphondylium",1,1,"LCP","","",NA,"PL_080912_299"
"PL",31,"8/10/12","49","wasp","Hymenoptera","Vespidae","Ancistrocerus","","antilope","","","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","J.M. Carpenter","2013",NA,"PL_081012_49"
"PL",31,"8/10/12","50","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_50"
"PL",31,"8/10/12","51","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_51"
"PL",31,"8/10/12","52","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_52"
"PL",31,"8/10/12","53","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_53"
"PL",31,"8/10/12","54","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_54"
"PL",31,"8/10/12","55","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_55"
"PL",31,"8/10/12","56","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_56"
"PL",31,"8/10/12","57","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_57"
"PL",31,"8/10/12","58","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_58"
"PL",31,"8/10/12","59","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_59"
"PL",31,"8/10/12","60","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_60"
"PL",31,"8/10/12","61","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_61"
"PL",31,"8/10/12","62","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_62"
"PL",31,"8/10/12","63","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_63"
"PL",31,"8/10/12","64","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_64"
"PL",31,"8/10/12","65","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_65"
"PL",31,"8/10/12","66","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_66"
"PL",31,"8/10/12","67","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_67"
"PL",31,"8/10/12","68","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_68"
"PL",31,"8/10/12","69","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_69"
"PL",31,"8/10/12","70","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_70"
"PL",31,"8/10/12","71","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_71"
"PL",31,"8/10/12","72","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_72"
"PL",31,"8/10/12","73","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_73"
"PL",31,"8/10/12","74","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_74"
"PL",31,"8/10/12","75","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_75"
"PL",31,"8/10/12","76","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_76"
"PL",31,"8/10/12","77","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_77"
"PL",31,"8/10/12","78","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",2,1,"LCP","","",NA,"PL_081012_78"
"PL",32,"8/11/12","232","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_232"
"PL",32,"8/11/12","233","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_233"
"PL",32,"8/11/12","234","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","LCP","24-Jul-12",NA,"PL_081112_234"
"PL",32,"8/11/12","235","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_235"
"PL",32,"8/11/12","236","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_236"
"PL",32,"8/11/12","237","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_237"
"PL",32,"8/11/12","238","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_238"
"PL",32,"8/11/12","239","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_239"
"PL",32,"8/11/12","240","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_240"
"PL",32,"8/11/12","241","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_241"
"PL",32,"8/11/12","242","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_242"
"PL",32,"8/11/12","243","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_243"
"PL",32,"8/11/12","249","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",3,1,"LCP","","",NA,"PL_081112_249"
"PL",33,"8/12/12","106","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_106"
"PL",33,"8/12/12","107","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_107"
"PL",33,"8/12/12","108","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_108"
"PL",33,"8/12/12","109","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_109"
"PL",33,"8/12/12","110","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_110"
"PL",33,"8/12/12","111","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_111"
"PL",33,"8/12/12","112","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_112"
"PL",33,"8/12/12","113","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_113"
"PL",33,"8/12/12","114","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_114"
"PL",33,"8/12/12","115","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_115"
"PL",33,"8/12/12","116","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_116"
"PL",33,"8/12/12","117","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_117"
"PL",33,"8/12/12","118","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_118"
"PL",33,"8/12/12","119","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"LCP","","",NA,"PL_081212_119"
"PL",33,"8/12/12","207","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_207"
"PL",33,"8/12/12","208","wasp",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_208"
"PL",33,"8/12/12","209","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_209"
"PL",33,"8/12/12","210","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_210"
"PL",33,"8/12/12","211","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_211"
"PL",33,"8/12/12","212","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_212"
"PL",33,"8/12/12","213","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_213"
"PL",33,"8/12/12","214","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_214"
"PL",33,"8/12/12","215","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_215"
"PL",33,"8/12/12","216","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_216"
"PL",33,"8/12/12","217","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_217"
"PL",33,"8/12/12","218","fly",NA,NA,NA,NA,NA,NA,"","giant white carrot","Apiaceae","Heracleum sphondylium",4,1,"HLS","","",NA,"PL_081212_218"
