site,date,number,genID,genSp,sex,fieldPlantID,finalPlantID,samplingDay,sampingRound,collector,determiner,dateDetermined,notes
PL,8/9/12,256,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,257,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,258,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,259,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,260,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,261,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,262,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,263,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,264,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,265,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,266,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,267,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,268,bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,269,bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,270,bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,271,bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,272,fly,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,273,bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,274,bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,275,bombyliid,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,276,fly,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,277,small dark bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,278,fly,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,279,fly,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,280,fly,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,281,small dark bee,,,little pink,Cerastium nutans,1,1,LCP,,,
PL,8/9/12,282,fly,,,purple penstamen,Penstemon strictus,1,1,LCP,,,
PL,8/9/12,283,bumble bee,,,purple penstamen,Penstemon strictus,1,1,LCP,,,
PL,8/9/12,284,bumble bee,,,purple penstamen,Penstemon strictus,1,1,LCP,,,observed
PL,8/9/12,285,bumble bee,,,purple penstamen,Penstemon strictus,1,1,LCP,,,observed
PL,8/9/12,286,bumble bee,,,purple penstamen,Penstemon strictus,1,1,LCP,,,
PL,8/9/12,287,bumble bee,,,purple penstamen,Penstemon strictus,1,1,LCP,,,
PL,8/9/12,288,bumble bee,,,purple penstamen,Penstemon strictus,1,1,LCP,,,
PL,8/9/12,289,fly,,,white carrot,Oxypolis fendleri,1,1,LCP,,,
PL,8/9/12,290,fly,,,white carrot,Oxypolis fendleri,1,1,LCP,,,
PL,8/9/12,291,wasp,,,white carrot,Oxypolis fendleri,1,1,LCP,,,
PL,8/9/12,292,fly,,,white carrot,Oxypolis fendleri,1,1,LCP,,,
PL,8/9/12,293,fly,,,white poof,Heracleum sphondylium,1,1,LCP,,,
PL,8/9/12,294,bee,,,white poof,Heracleum sphondylium,1,1,LCP,,,
PL,8/9/12,295,fly,,,white poof,Heracleum sphondylium,1,1,LCP,,,
PL,8/9/12,296,fly,,,white poof,Heracleum sphondylium,1,1,LCP,,,
PL,8/9/12,297,fly,,,white poof,Heracleum sphondylium,1,1,LCP,,,
PL,8/9/12,298,fly,,,white poof,Heracleum sphondylium,1,1,LCP,,,
PL,8/9/12,299,fly,,,white poof,Heracleum sphondylium,1,1,LCP,,,
PL,8/9/12,300,bombyliid,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,301,bombyliid,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,302,carpenter bee,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,303,bee,,,white germanium,Geranium viscosissimum,1,1,LCP,,,
PL,8/9/12,304,small dark bee,,,white germanium,Geranium viscosissimum,1,1,LCP,,,
PL,8/9/12,305,fly,,,white germanium,Geranium viscosissimum,1,1,LCP,,,
PL,8/9/12,306,fly,,,white poof,Polygonum bistortoides,1,1,LCP,,,
PL,8/9/12,307,fly,,,white poof,Polygonum bistortoides,1,1,LCP,,,
PL,8/9/12,308,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,309,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,310,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,311,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,312,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,313,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,314,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,315,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,316,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,317,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,318,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,319,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,320,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,321,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,322,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,323,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,324,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,325,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,326,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,327,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,328,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,329,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,330,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,331,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,332,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,333,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,334,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,335,bumble bee,,,yellow pond flower,Hypericum scouleri,1,1,LCP,,,
PL,8/9/12,336,fly,,,yarrow,Achillea millefolium,1,1,LCP,,,
PL,8/9/12,337,fly,,,yarrow,Achillea millefolium,1,1,LCP,,,
PL,8/9/12,338,fly,,,yarrow,Achillea millefolium,1,1,LCP,,,
PL,8/9/12,339,fly,,,wall flower,Erysimum capitatum,1,1,LCP,,,
PL,8/9/12,340,bee,,,wall flower,Erysimum capitatum,1,1,LCP,,,
PL,8/9/12,341,moth,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,342,moth,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,343,moth,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,344,bumble bee,,,purple penstamen,Penstemon strictus,1,1,LCP,,,
PL,8/9/12,345,fly,,,white carrot,Oxypolis fendleri,1,1,LCP,,,
PL,8/9/12,346,fly,,,white carrot,Oxypolis fendleri,1,1,LCP,,,
PL,8/9/12,347,moth,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,348,moth,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,349,Speyeria,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,350,Speyeria,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,351,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,352,swallowtail,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,353,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,354,Speyeria,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,8/9/12,355,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,356,moth,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,8/9/12,357,skipper,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,8/9/12,358,moth,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,359,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,360,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,361,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,362,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,363,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,364,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,365,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,366,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,367,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,368,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,369,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,370,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,371,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,372,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,373,skipper,,,thistle,Cirsium parryi,1,1,LCP,,,
PL,8/9/12,374,skipper,,,thistle,Cirsium parryi,1,1,LCP,,,
PL,8/9/12,375,skipper,,,thistle,Cirsium parryi,1,1,LCP,,,
PL,8/9/12,376,Speyeria,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,377,Speyeria,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,378,Vanessa,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,379,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,380,sulfur,Colias eurytheme,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,381,sulfur,Colias eurytheme,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,382,Speyeria,,,wall flower,Erysimum capitatum,1,1,HLS,,,
PL,8/9/12,383,sulfur,Colias eurytheme,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,384,sulfur,Colias eurytheme,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,385,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,386,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,387,checker spot,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,388,sulfur,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,389,Speyeria,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,8/9/12,390,Speyeria,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,8/9/12,391,sulfur,Colias eurytheme,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,392,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,393,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,394,blue,,,white pea,Trifolium pinetorum,1,1,HLS,,,
PL,8/9/12,395,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,396,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,397,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,398,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,399,Speyeria,,,thistle,Cirsium parryi,1,1,LCP,,,
PL,8/9/12,400,sulfur,Colias eurytheme,,wall flower,Erysimum capitatum,1,1,LCP,,,
PL,8/9/12,401,sulfur,Colias eurytheme,,wall flower,Erysimum capitatum,1,1,LCP,,,Specimen destroyed
PL,8/9/12,402,Speyeria,,,wall flower,Erysimum capitatum,1,1,LCP,,,
PL,8/9/12,403,Speyeria,,,wall flower,Erysimum capitatum,1,1,LCP,,,
PL,8/9/12,404,Speyeria,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,405,sulfur,Colias eurytheme,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,406,skipper,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,407,Speyeria,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,408,Speyeria,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,409,Speyeria,,,wall flower,Erysimum capitatum,1,1,LCP,,,
PL,8/9/12,410,vanessa,,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,411,sulfur,Colias eurytheme,,purple flower,Glandularia bipinnatifida,1,1,LCP,,,
PL,8/9/12,412,blue,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,413,blue,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,414,checker spot,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,8/9/12,415,blue,,,yarrow,Achillea millefolium,1,1,LCP,,,
PL,8/9/12,416,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,417,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,418,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,419,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,420,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,421,skipper,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,8/9/12,422,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,423,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,424,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,425,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,426,skipper,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/9/12,427,Vanessa,,,purple flower,Glandularia bipinnatifida,1,1,HLS,,,
PL,8/10/12,1,moth,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,2,moth,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,3,Vanessa,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,
PL,8/10/12,4,vanessa,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,
PL,8/10/12,5,vanessa,,,purple flower,Glandularia bipinnatifida,2,1,HLS,,,
PL,8/10/12,6,bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,7,bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,8,bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,9,syrphid,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,10,honey bee,Apis mellifera,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,11,bumble bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,12,bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,13,wasp,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,14,wasp,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,15,bumble bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,16,bumble bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,17,bee,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,18,moth,,,thistle,Cirsium parryi,2,1,LCP,,,
PL,8/10/12,19,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,20,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,21,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,22,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,23,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,24,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,25,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,26,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,27,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,28,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,29,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,30,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,31,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,32,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,33,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,34,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,35,bombyliid,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,36,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,37,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,38,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,39,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,40,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,41,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,42,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,43,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,44,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,45,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,46,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,47,fly,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,48,syrphid,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,49,wasp,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,50,wasp,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,51,wasp,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,52,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,53,wasp,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,54,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,55,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,56,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,57,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,58,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,59,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,60,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,61,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,62,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,63,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,64,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,65,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,66,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,67,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,68,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,69,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,70,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,71,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,72,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,73,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,74,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,75,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,76,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,77,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,78,fly,,,giant white carrot,Heracleum sphondylium,2,1,LCP,,,
PL,8/10/12,79,bee,,,Campanula rotundifolia,Campanula rotundifolia,2,1,LCP,,,
PL,8/10/12,80,bee,,,Campanula rotundifolia,Campanula rotundifolia,2,1,LCP,,,
PL,8/10/12,81,bee,,,Campanula rotundifolia,Campanula rotundifolia,2,1,LCP,,,
PL,8/10/12,82,bee,,,fringe gentian,Gentianopsis detonsa,2,1,LCP,,,
PL,8/10/12,83,bee,,,fringe gentian,Gentianopsis detonsa,2,1,LCP,,,
PL,8/10/12,84,bumble bee,,,ladies tresses,Spiranthes romanzoffiana,2,1,LCP,,,
PL,8/10/12,85,bee,,,shooting star,Dodecatheon pulchellum,2,1,LCP,,,
PL,8/10/12,86,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,87,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,88,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,89,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,90,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,91,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,92,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,93,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,94,bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,95,bee,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,96,bombyliid,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,97,bombyliid,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,98,bombyliid,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,99,bombyliid,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,100,bombyliid,,,purple flower,Glandularia bipinnatifida,2,1,LCP,,,
PL,8/10/12,101,bumble bee,,,purple penstamen,Penstemon strictus,2,1,LCP,,,
PL,8/10/12,102,wasp,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,103,honey bee,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,104,syrphid,,,big yellow aster,Hymenoxys hoopesii,2,1,LCP,,,
PL,8/10/12,105,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,106,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,107,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,108,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,109,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,110,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,111,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,112,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,113,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,114,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,115,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,116,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,117,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,118,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,119,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,120,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,121,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,122,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,123,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,124,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,125,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,126,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,127,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,128,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,129,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,130,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,131,fly,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,132,honey bee,Apis mellifera,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,133,wasp,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,134,bombyliid,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
PL,8/10/12,135,wasp,,,white carrot,Oxypolis fendleri,2,1,LCP,,,
