site,date,number,genID,genSp,sex,fieldPlantID,finalPlantID,samplingDay,sampingRound,collector,determiner,dateDetermined,notes
MM,80412,106,bee,,,penstamen,Penstemon pseudoparvus,5,2,LCP,,,
MM,80412,107,bumble bee,,,penstamen,Penstemon pseudoparvus,5,2,LCP,,,
MM,80412,108,bumble bee,,,penstamen,Penstemon pseudoparvus,5,2,LCP,,,
MM,80412,109,syrphid,,,penstamen,Penstemon pseudoparvus,5,2,LCP,,,
MM,80412,110,bee,,,penstamen,Penstemon pseudoparvus,5,2,LCP,,,
MM,80412,111,bombyliid,,,penstamen,Penstemon pseudoparvus,5,2,LCP,,,
MM,80412,112,fly,,,white pea,Vicia pulchella,5,2,LCP,,,
MM,80412,113,fly,,,white pea,Vicia pulchella,5,2,LCP,,,
MM,80412,114,fly,,,white pea,Vicia pulchella,5,2,LCP,,,
MM,80412,115,small dark bee,,,erigeron,Erigeron formosissimus,5,2,LCP,,,
MM,80412,116,bombyliid,,,erigeron,Erigeron formosissimus,5,2,LCP,,,
MM,80412,117,bombyliid,,,erigeron,Erigeron formosissimus,5,2,LCP,,,
MM,80412,118,syrphid,,,erigeron,Erigeron formosissimus,5,2,LCP,,,
MM,80412,119,bee,,,white aster,Hymenopappus newberryi,5,2,LCP,,,
MM,80412,120,bee,,,penstamen,Penstemon pseudoparvus,5,2,LCP,,,
MM,80412,121,bombyliid,,,little pink,Cerastium nutans,5,2,LCP,,,
MM,80412,122,wasp,,,yellow aster,Heterothece pumila,5,2,LCP,,,
MM,80412,123,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,124,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,125,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,126,syrphid,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,127,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,128,syrphid,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,129,syrphid,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,130,syrphid,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,131,syrphid,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,132,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,133,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,134,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,135,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,136,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,137,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,138,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,139,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,140,bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,141,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,142,bumble bee,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,143,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,144,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,145,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,146,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,147,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,148,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,149,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,150,bombyliid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,151,bombyliid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,152,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,153,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,154,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,155,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,156,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,157,syrphid,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,158,fly,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,159,fly,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,160,syrphid,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,161,syrphid,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,162,syrphid,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,163,bee,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,164,syrphid,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,165,fly,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,166,bombyliid,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,167,syrphid,,,yellow dandilion,Agoseris glauca,5,1,LCP,,,
MM,80412,168,bumble bee,,,yellow spike,Verbascum thapsus,5,1,LCP,,,
MM,80412,169,bombyliid,,,spike mint,Agastaene pallidiflora ssp. pallidiflora,5,1,LCP,,,
MM,80412,170,fly,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,171,fly,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,172,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,173,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,174,wasp,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,175,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,176,bee,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,177,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,178,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,179,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,180,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,181,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,182,syrphid,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,183,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,184,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,185,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,186,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,187,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,188,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,189,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,190,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,191,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,192,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,193,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,194,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,195,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,196,small dark bee,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,197,syrphid,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,198,syrphid,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,199,syrphid,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,200,syrphid,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,201,fly,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,202,fly,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,203,bee,,,purple germanium,Geranium caespitosum,5,1,LCP,,,
MM,80412,204,bee,,,purple germanium,Geranium caespitosum,5,1,LCP,,,
MM,80412,205,bumble bee,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,206,bumble bee,,,yellow aster,Heterothece pumila,5,1,LCP,,,
MM,80412,207,syrphid,,,Campanula rotundifolia,Campanula rotundifolia,5,1,LCP,,,
MM,80412,208,wasp,,,nodding onion,Allium cernuum,5,1,LCP,,,
MM,80412,209,bumble bee,,,mint,Phacelia heterophylla,5,1,LCP,,,
MM,80412,210,bombyliid,,,little pink,Cerastium nutans,5,1,LCP,,,
MM,80412,211,syrphid,,,flax,Linum lewisii,5,1,LCP,,,
MM,80412,212,syrphid,,,flax,Linum lewisii,5,1,LCP,,,
MM,80412,213,syrphid,,,flax,Linum lewisii,5,1,LCP,,,
MM,80412,214,bumble bee,,,Potentilla hippiana,Potentilla hippiana,5,1,LCP,,,
MM,80412,215,bumble bee,,,Potentilla hippiana,Potentilla hippiana,5,1,LCP,,,
MM,80412,216,wasp,,,Potentilla hippiana,Potentilla hippiana,5,1,LCP,,,
MM,80412,217,syrphid,,,bluee flag,Commelina dianthifolia,5,1,LCP,,,
MM,80412,218,bumble bee,,,bluee flag,Commelina dianthifolia,5,1,LCP,,,
MM,80412,219,small dark bee,,,yellow dandilion,Agoseris glauca,5,1,LCP,,,
MM,80412,220,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,221,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,222,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,223,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,224,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,225,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,226,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,227,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,228,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,229,fly,,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,230,honey bee,Apis mellifera,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,231,honey bee,Apis mellifera,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,232,honey bee,Apis mellifera,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,233,honey bee,Apis mellifera,,white pea,Vicia pulchella,5,1,LCP,,,
MM,80412,234,bumble bee,,,mint,Phacelia heterophylla,5,1,LCP,,,
MM,80412,235,bumble bee,,,mint,Phacelia heterophylla,5,1,LCP,,,
MM,80412,236,small dark bee,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,237,small dark bee,,,erigeron,Erigeron formosissimus,5,1,LCP,,,
MM,80412,238,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,239,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,240,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,241,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,242,fly,,,white aster,Hymenopappus newberryi,5,1,LCP,,,
MM,80412,243,syrphid,,,4 o'clock,Mirabilis oblongifolia,5,1,LCP,,,
MM,80412,244,wasp,,,yellow aster,Heterothece pumila,5,2,LCP,,,
MM,80412,245,speyeria,,,Thistle,Cirsium neomexicanum,5,1,HLS,,,
MM,80412,246,vanessa,,,yellow brassica,Erysimum capitatum,5,1,HLS,,,
MM,80412,247,polygonia,,,oregano,Monardella odoratissima,5,1,HLS,,,
MM,80412,248,blue,,,white pea,Vicia pulchella,5,1,HLS,,,
MM,80412,249,vanessa,,,oregano,Monardella odoratissima,5,1,HLS,,,
MM,80412,250,vanessa,,,oregano,Monardella odoratissima,5,1,LCP,,,
MM,80412,251,moth,,,Thistle,Cirsium neomexicanum,5,1,HLS,,,
MM,80412,252,skipper,,,yellow aster,Heterothece pumila,5,1,HLS,,,
PL,80912,1,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,2,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,3,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,4,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,5,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,6,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,7,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,8,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,9,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,10,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,11,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,12,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,13,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,14,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,15,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,16,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,17,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,18,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,19,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,20,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,21,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,22,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,23,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,24,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,25,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,26,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,27,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,28,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,29,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,30,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,31,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,32,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,33,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,34,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,35,bombyliid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,36,bombyliid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,37,bombyliid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,38,bombyliid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,39,bombyliid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,40,bombyliid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,41,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,42,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,43,syrphid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,44,syrphid,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,45,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,46,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,47,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,48,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,49,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,50,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,51,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,52,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,53,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,54,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,55,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,56,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,57,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,58,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,59,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,60,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,61,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,62,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,63,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,64,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,65,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,66,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,67,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,68,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,69,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,70,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,71,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,72,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,73,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,74,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,75,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,76,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,77,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,78,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,79,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,80,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,81,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,82,small dark bee,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,83,honey bee,Apis mellifera,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,84,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,85,wasp,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,86,honey bee,Apis mellifera,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,87,bee,,,big yellow aster,Hymenoxys hoopesii,1,1,HLS,,,
PL,80912,88,fly,,,nodding yellow aster,Senecio bigelovii,1,1,HLS,,,
PL,80912,89,fly,,,nodding yellow aster,Senecio bigelovii,1,1,HLS,,,
PL,80912,90,fly,,,nodding yellow aster,Senecio bigelovii,1,1,HLS,,,
PL,80912,91,fly,,,nodding yellow aster,Senecio bigelovii,1,1,HLS,,,
PL,80912,92,fly,,,nodding yellow aster,Senecio bigelovii,1,1,HLS,,,
PL,80912,93,fly,,,nodding yellow aster,Senecio bigelovii,1,1,HLS,,,
PL,80912,94,fly,,,nodding yellow aster,Senecio bigelovii,1,1,HLS,,,
PL,80912,95,fly,,,yarrow,Achillea millefolium,1,1,HLS,,,
PL,80912,96,fly,,,yarrow,Achillea millefolium,1,1,HLS,,,
PL,80912,97,fly,,,yarrow,Achillea millefolium,1,1,HLS,,,
PL,80912,98,fly,,,yarrow,Achillea millefolium,1,1,HLS,,,
PL,80912,99,fly,,,yarrow,Achillea millefolium,1,1,HLS,,,
PL,80912,100,fly,,,white carrot,Oxypolis fendleri,1,1,HLS,,,
PL,80912,101,fly,,,white carrot,Oxypolis fendleri,1,1,HLS,,,
PL,80912,102,fly,,,white carrot,Oxypolis fendleri,1,1,HLS,,,
PL,80912,103,fly,,,white carrot,Oxypolis fendleri,1,1,HLS,,,
PL,80912,104,bee,,,purple penstamen,Penstemon strictus,1,1,HLS,,,
PL,80912,105,bee,,,purple penstamen,Penstemon strictus,1,1,HLS,,,
PL,80912,106,bee,,,purple penstamen,Penstemon strictus,1,1,HLS,,,
PL,80912,107,bee,,,purple penstamen,Penstemon strictus,1,1,HLS,,,
PL,80912,108,honey bee,Apis mellifera,,white germanium,Geranium viscosissimum,1,1,HLS,,,
PL,80912,109,fly,,,white germanium,Geranium viscosissimum,1,1,HLS,,,
PL,80912,110,wasp,,,white germanium,Geranium viscosissimum,1,1,HLS,,,
PL,80912,111,wasp,,,white germanium,Geranium viscosissimum,1,1,HLS,,,
PL,80912,112,wasp,,,white germanium,Geranium viscosissimum,1,1,HLS,,,
PL,80912,113,fly,,,white germanium,Geranium viscosissimum,1,1,HLS,,,
PL,80912,114,bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,115,honey bee,Apis mellifera,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,116,honey bee,Apis mellifera,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,117,honey bee,Apis mellifera,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,118,honey bee,Apis mellifera,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,119,honey bee,Apis mellifera,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,120,honey bee,Apis mellifera,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,121,honey bee,Apis mellifera,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,122,bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,123,bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,124,bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,125,honey bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,126,honey bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,127,honey bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,128,bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,129,bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,130,bumble bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,131,bumble bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,132,bumble bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,133,bumble bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,134,bumble bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,135,bumble bee,,,thistle,Cirsium parryi,1,1,HLS,,,
PL,80912,136,bumble bee,,,yellow pond flower,Hypericum scouleri,1,1,HLS,,,
PL,80912,137,fly,,,yellow pond flower,Hypericum scouleri,1,1,HLS,,,
PL,80912,138,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,139,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,140,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,141,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,142,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,143,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,144,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,145,fly,,,white poof,Polygonum bistortoides,1,1,HLS,,,
PL,80912,146,bee,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,147,bombyliid,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,148,fly,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,149,bombyliid,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,150,fly,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,151,small dark bee,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,152,fly,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,153,bombyliid,,,little pink,Cerastium nutans,1,1,HLS,,,
PL,80912,154,bee,,,wall flower,Erysimum capitatum,1,1,HLS,,,
PL,80912,155,fly,,,giant white carrot,Heracleum sphondylium,1,1,HLS,,,
PL,80912,156,wasp,,,giant white carrot,Heracleum sphondylium,1,1,HLS,,,
PL,80912,157,fly,,,giant white carrot,Heracleum sphondylium,1,1,HLS,,,
PL,80912,158,fly,,,giant white carrot,Heracleum sphondylium,1,1,HLS,,,
PL,80912,159,fly,,,giant white carrot,Heracleum sphondylium,1,1,HLS,,,
PL,80912,160,wasp,,,giant white carrot,Heracleum sphondylium,1,1,HLS,,,
PL,80912,161,fly,,,giant white carrot,Heracleum sphondylium,1,1,HLS,,,
PL,80912,162,carpenter bee,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,163,syrphid,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,164,syrphid,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,165,wasp,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,166,syrphid,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,167,honey bee,Apis mellifera,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,168,bee,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,169,bombyliid,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,170,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,171,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,172,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,173,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,174,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,175,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,176,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,177,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,178,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,179,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,180,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,181,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
PL,80912,182,fly,,,big yellow aster,Hymenoxys hoopesii,1,1,LCP,,,
