"Site","Year","SampleRound","GenusSpecies","Abundance","SpParasitismRate"
"PL",2017,1,"Lasioglossum comulum aff.",1,NA
"PL",2017,1,"Lasioglossum deludens",1,NA
"PL",2017,1,"Lasioglossum desertum",4,NA
"PL",2017,1,"Lasioglossum egregium",1,NA
"PL",2017,1,"Lasioglossum semicaeruleum",6,NA
"PL",2017,1,"Lasioglossum sisymbrii",2,NA
"PL",2017,1,"Megachile comata",1,NA
"PL",2017,1,"Sphecodes sp. b",2,NA
"PL",2017,1,"Toxomerus marginatus",1,NA
"PL",2018,1,"Apis mellifera",24,0.0833333333333333
"PL",2018,1,"Bombus centralis",3,0
"PL",2018,1,"Bombus morrisoni",4,0
"PL",2018,1,"Eupeodes volucris",1,NA
"PL",2018,1,"Halictus ligatus",1,NA
"PL",2018,1,"Lasioglossum ruidosense cf.",1,NA
"PL",2018,1,"Megachile frigida",5,0
"PL",2018,1,"Melissodes confusus",13,NA
"PL",2018,1,"Paragus haemorrhous",1,NA
"PL",2018,1,"Scaeva affinis",2,NA
"PL",2018,2,"Agapostemon angelicus",1,0
"PL",2018,2,"Apis mellifera",23,0
"PL",2018,2,"Bombus centralis",2,0
"PL",2018,2,"Bombus flavifrons",5,0.2
"PL",2018,2,"Lasioglossum ruidosense cf.",1,NA
"PL",2018,2,"Melissodes confusus",1,0
"PL",2018,2,"Syrphus sonorensis",1,NA
"PL",2021,1,"Agapostemon angelicus",2,NA
"PL",2021,1,"Anthidium manicatum",1,NA
"PL",2021,1,"Anthophora terminalis",3,NA
"PL",2021,1,"Apis mellifera",101,0
"PL",2021,1,"Bombus centralis",6,0
"PL",2021,1,"Brachymelecta californica",1,NA
"PL",2021,1,"Ceratina nanula",2,NA
"PL",2021,1,"Coelioxys sodalis",1,NA
"PL",2021,1,"Colletes slevini",1,NA
"PL",2021,1,"Copestylum apiciferum",1,NA
"PL",2021,1,"Copestylum avidum",4,NA
"PL",2021,1,"Eristalis stipator",21,NA
"PL",2021,1,"Eupeodes volucris",1,NA
"PL",2021,1,"Halictus tripartitus",3,NA
"PL",2021,1,"Hylaeus mesillae",4,NA
"PL",2021,1,"Lasioglossum deludens",3,NA
"PL",2021,1,"Lasioglossum desertum",1,NA
"PL",2021,1,"Lasioglossum obnubilum",1,NA
"PL",2021,1,"Lasioglossum ruidosense",9,NA
"PL",2021,1,"Lasioglossum ruidosense cf.",3,NA
"PL",2021,1,"Lasioglossum semicaeruleum",2,NA
"PL",2021,1,"Lasioglossum sisymbrii",2,NA
"PL",2021,1,"Lassioglossum obnolium",5,NA
"PL",2021,1,"Lassioglossum ruidosensis",1,NA
"PL",2021,1,"Megachile frigida",6,NA
"PL",2021,1,"Megachile melanophaea rohweri",3,NA
"PL",2021,1,"Osmia coloradensis",3,NA
"PL",2021,1,"Paragus sp. a",5,NA
"PL",2021,1,"Sphaerophoria spp",1,NA
"PL",2021,2,"Apis mellifera",12,0
"PL",2021,2,"Bombus centralis",84,0
"PL",2021,2,"Bombus huntii",1,NA
"PL",2021,2,"Colletes gilensis",1,NA
"PL",2021,2,"Dasysyrphus sp. a",2,NA
"PL",2021,2,"Eupeodes volucris",5,NA
"PL",2021,2,"Halictus tripartitus",4,NA
"PL",2021,2,"Lapposyrphus lapponicus",3,NA
"PL",2021,2,"Lasioglossum ruidosense",7,NA
"PL",2021,2,"Lasioglossum semicaeruleum",1,NA
"PL",2021,2,"Lassioglossum obnolium",2,NA
"PL",2021,2,"Lassioglossum ruidosensis",4,NA
"PL",2021,2,"Lassioglossum semicaeruleum",1,NA
"PL",2021,2,"Megachile",1,NA
"PL",2021,2,"Megachile fidelis",1,NA
"PL",2021,2,"Megachile frigida",1,NA
"PL",2021,2,"Melissodes confusus",15,0.25
"PL",2021,2,"Paragus sp. a",6,NA
"PL",2021,2,"Platycheirus sp. a",1,NA
"PL",2021,2,"Syrphus sp. a",27,NA
"PL",2021,2,"Toxomerus marginatus",3,NA
"PL",2022,1,"Anthophora terminalis",2,NA
"PL",2022,1,"Apis mellifera",10,NA
"PL",2022,1,"Bombus centralis",218,NA
"PL",2022,1,"Bombus huntii",2,NA
"PL",2022,1,"Copestylum violaceum",1,NA
"PL",2022,1,"Dasysyrphus sp. a",2,NA
"PL",2022,1,"Megachile melanophaea rohweri",3,NA
"PL",2022,1,"Melissodes confusus",1,NA
"PL",2022,1,"Syrphus sp. a",12,NA
"RP",2017,1,"Agapostemon angelicus",2,NA
"RP",2017,1,"Ceratina nanula",2,NA
"RP",2021,1,"Allograpta obliqua",1,NA
"RP",2021,1,"Apis mellifera",1,0
"RP",2021,1,"Ceratina nanula",1,NA
"RP",2021,1,"Copestylum avidum",3,NA
"RP",2021,1,"Eristalis stipator",1,NA
"RP",2021,1,"Eupeodes volucris",1,NA
"RP",2021,1,"Halictus ligatus",3,NA
"RP",2021,1,"Hylaeus mesillae",1,NA
"RP",2021,1,"Lasioglossum ruidosense",1,NA
"RP",2021,1,"Lasioglossum semicaeruleum",1,NA
"RP",2021,1,"Lasioglossum sisymbrii",2,NA
"RP",2021,1,"Lassioglossum obnolium",5,NA
"RP",2021,1,"Megachile fidelis",1,NA
"RP",2021,1,"Megachile mellitarsis",2,NA
"RP",2021,1,"Melissodes confusus",40,0.0909090909090909
"RP",2021,1,"Paranthidium jugatorium",2,NA
"RP",2021,1,"Sphaerophoria spp",1,NA
"RP",2021,1,"Syrphus sp. a",1,NA
"RP",2021,1,"Toxomerus marginatus",6,NA
"RP",2021,1,"Triepeolus sp. a",1,NA
"RP",2021,2,"Allograpta obliqua",2,NA
"RP",2021,2,"Anthophora montana",1,NA
"RP",2021,2,"Apis mellifera",5,0
"RP",2021,2,"Bombus centralis",1,NA
"RP",2021,2,"Ceratina nanula",3,NA
"RP",2021,2,"Colletes gilensis",1,NA
"RP",2021,2,"Colletes skinneri",7,NA
"RP",2021,2,"Copestylum anna",1,NA
"RP",2021,2,"Dufourea tinsleyi",24,NA
"RP",2021,2,"Eristalis stipator",14,NA
"RP",2021,2,"Hylaeus mesillae",1,NA
"RP",2021,2,"Lasioglossum semicaeruleum",10,NA
"RP",2021,2,"Lassioglossum obnolium",2,NA
"RP",2021,2,"Megachile mellitarsis",1,NA
"RP",2021,2,"Melissodes confusus",16,0
"RP",2021,2,"Palpada mexicana",1,NA
"RP",2021,2,"Paranthidium jugatorium",8,NA
"RP",2021,2,"Sphaerophoria spp",1,NA
"RP",2021,2,"Syntrichalonia exquisita",2,NA
"RP",2021,2,"Toxomerus marginatus",33,NA
"RP",2021,2,"Triepeolus sp. a",13,NA
"RP",2021,2,"Xylocopa californica arizonensis",1,NA
"RP",2022,1,"Apis mellifera",7,NA
"RP",2022,1,"Bombus sonorus",4,NA
"RP",2022,1,"Ceratina nanula",1,NA
"RP",2022,1,"Dianthidium heterulkei",1,NA
"RP",2022,1,"Melissodes confusus",1,NA
"RP",2022,1,"Platycheirus sp. a",1,NA
"RP",2022,1,"Spilomyia crandalli",1,NA
"RP",2022,1,"Toxomerus marginatus",1,NA
"SC",2012,1,"Agapostemon angelicus",69,NA
"SC",2012,1,"Allograpta obliqua",1,NA
"SC",2012,1,"Anthophora montana",45,NA
"SC",2012,1,"Bombus centralis",1,NA
"SC",2012,1,"Bombus fervidus",8,NA
"SC",2012,1,"Bombus flavifrons",18,NA
"SC",2012,1,"Bombus huntii",70,NA
"SC",2012,1,"Bombus morrisoni",1,NA
"SC",2012,1,"Bombus nevadensis",14,NA
"SC",2012,1,"Chamaesyrphus willistoni",6,NA
"SC",2012,1,"Cheilosia sp. a",2,NA
"SC",2012,1,"Chrysotoxum sp. a",4,NA
"SC",2012,1,"Colletes gilensis",1,NA
"SC",2012,1,"Colletes slevini",5,NA
"SC",2012,1,"Copestylum anna",2,NA
"SC",2012,1,"Copestylum avidum",57,NA
"SC",2012,1,"Copestylum comstocki",1,NA
"SC",2012,1,"Copestylum lentum",56,NA
"SC",2012,1,"Copestylum mexicanum",1,NA
"SC",2012,1,"Dasysyrphus sp. a",12,NA
"SC",2012,1,"Dianthidium cressonii",1,NA
"SC",2012,1,"Dufourea maura",5,NA
"SC",2012,1,"Eristalis arbustorum",1,NA
"SC",2012,1,"Eristalis stipator",26,NA
"SC",2012,1,"Eristalis tenax",1,NA
"SC",2012,1,"Eupeodes volucris",3,NA
"SC",2012,1,"Halictus farinosus",3,NA
"SC",2012,1,"Halictus ligatus",2,NA
"SC",2012,1,"Halictus tripartitus",5,NA
"SC",2012,1,"Hylaeus annulatus",5,NA
"SC",2012,1,"Lasioglossum cinctipes",1,NA
"SC",2012,1,"Lasioglossum cooleyi",1,NA
"SC",2012,1,"Lasioglossum diatretum",2,NA
"SC",2012,1,"Lasioglossum lusorium",1,NA
"SC",2012,1,"Lasioglossum manitouellum",4,NA
"SC",2012,1,"Lasioglossum occultum cf.",18,NA
"SC",2012,1,"Lasioglossum ruficorne",2,NA
"SC",2012,1,"Lasioglossum ruidosense cf.",16,NA
"SC",2012,1,"Lasioglossum semicaeruleum",58,NA
"SC",2012,1,"Lasioglossum sisymbrii",159,NA
"SC",2012,1,"Lasioglossum sp. 2",1,NA
"SC",2012,1,"Lasioglossum sp. s",1,NA
"SC",2012,1,"Lejops polygrammus",1,NA
"SC",2012,1,"Megachile comata",1,NA
"SC",2012,1,"Megachile fidelis",2,NA
"SC",2012,1,"Melissodes confusus",9,NA
"SC",2012,1,"Melissodes grindeliae",2,NA
"SC",2012,1,"Melissodes menuachus",1,NA
"SC",2012,1,"Melissodes pallidisignatus",2,NA
"SC",2012,1,"Melissodes sp. c",1,NA
"SC",2012,1,"Platycheirus stegnus",2,NA
"SC",2012,1,"Sphecodes sp. a",7,NA
"SC",2012,1,"Sphecodes sp. b",44,NA
"SC",2012,1,"Triepeolus sp. c",1,NA
"SC",2017,1,"Agapostemon angelicus",4,NA
"SC",2017,1,"Anthidium porterae",1,NA
"SC",2017,1,"Anthophora montana",8,NA
"SC",2017,1,"Anthophora terminalis",2,NA
"SC",2017,1,"Anthophora urbana",4,NA
"SC",2017,1,"Asemosyrphus polygrammus",1,NA
"SC",2017,1,"Ashmeadiella californica",1,NA
"SC",2017,1,"Augochlorella sp. a",1,NA
"SC",2017,1,"Bombus centralis",2,NA
"SC",2017,1,"Bombus huntii",5,NA
"SC",2017,1,"Bombus nevadensis",17,NA
"SC",2017,1,"Ceratina nanula",2,NA
"SC",2017,1,"Colletes sp. 2",1,NA
"SC",2017,1,"Colletes wootoni",1,NA
"SC",2017,1,"Copestylum avidum",1,NA
"SC",2017,1,"Copestylum lentum",5,NA
"SC",2017,1,"Dasysyrphus sp. a",1,NA
"SC",2017,1,"Diadasia australis",6,NA
"SC",2017,1,"Diadasia rinconis",2,NA
"SC",2017,1,"Eristalis arbustorum",3,NA
"SC",2017,1,"Eristalis stipator",13,NA
"SC",2017,1,"Eristalis tenax",1,NA
"SC",2017,1,"Eupeodes volucris",2,NA
"SC",2017,1,"Halictus ligatus",4,NA
"SC",2017,1,"Halictus tripartitus",14,NA
"SC",2017,1,"Heriades cressoni",1,NA
"SC",2017,1,"Hoplitis albifrons",2,NA
"SC",2017,1,"Hoplitis fulgida",1,NA
"SC",2017,1,"Lasioglossum M2",1,NA
"SC",2017,1,"Lasioglossum comulum aff.",2,NA
"SC",2017,1,"Lasioglossum egregium",1,NA
"SC",2017,1,"Lasioglossum heterorhinum",2,NA
"SC",2017,1,"Lasioglossum hudsoniellum",8,NA
"SC",2017,1,"Lasioglossum lusorium",3,NA
"SC",2017,1,"Lasioglossum obnubilum",1,NA
"SC",2017,1,"Lasioglossum ruidosense",2,NA
"SC",2017,1,"Lasioglossum ruidosense cf.",6,NA
"SC",2017,1,"Lasioglossum semicaeruleum",16,NA
"SC",2017,1,"Lasioglossum sisymbrii",4,NA
"SC",2017,1,"Lasioglossum sp. 2",2,NA
"SC",2017,1,"Lasioglossum sp. s",5,NA
"SC",2017,1,"Lasioglossum veganum species complex",1,NA
"SC",2017,1,"Lithurgopsis apicalis",5,NA
"SC",2017,1,"Megachile melanophaea",10,NA
"SC",2017,1,"Megachile melanophaea rohweri",48,NA
"SC",2017,1,"Megachile relativa",1,NA
"SC",2017,1,"Melissodes gilensis",2,NA
"SC",2017,1,"Melissodes tristis",2,NA
"SC",2017,1,"Nomada sp. c",1,NA
"SC",2017,1,"Osmia brevis",1,NA
"SC",2017,1,"Osmia bruneri",1,NA
"SC",2017,1,"Osmia inurbana",2,NA
"SC",2017,1,"Osmia simillima",2,NA
"SC",2017,1,"Osmia texana",1,NA
"SC",2017,1,"Sphecodes sp. b",29,NA
"SC",2017,1,"Syrphus opinator",2,NA
"SC",2017,1,"Syrphus ribesii",1,NA
"SC",2017,1,"Toxomerus marginatus",14,NA
"SC",2017,1,"Triepeolus sp. b",2,NA
"SC",2017,2,"Agapostemon angelicus",60,NA
"SC",2017,2,"Anthophora montana",25,NA
"SC",2017,2,"Anthophora terminalis",2,NA
"SC",2017,2,"Apis mellifera",2,NA
"SC",2017,2,"Bombus centralis",10,NA
"SC",2017,2,"Bombus huntii",96,NA
"SC",2017,2,"Bombus nevadensis",20,NA
"SC",2017,2,"Colletes gilensis",1,NA
"SC",2017,2,"Copestylum avidum",1,NA
"SC",2017,2,"Copestylum lentum",4,NA
"SC",2017,2,"Diadasia australis",1,NA
"SC",2017,2,"Diadasia diminuta",1,NA
"SC",2017,2,"Dufourea maura",1,NA
"SC",2017,2,"Eristalis stipator",27,NA
"SC",2017,2,"Eristalis tenax",1,NA
"SC",2017,2,"Eupeodes volucris",1,NA
"SC",2017,2,"Halictus ligatus",2,NA
"SC",2017,2,"Halictus tripartitus",2,NA
"SC",2017,2,"Hoplitis albifrons",5,NA
"SC",2017,2,"Lasioglossum hairy T1",1,NA
"SC",2017,2,"Lasioglossum lusorium",3,NA
"SC",2017,2,"Lasioglossum obnubilum",2,NA
"SC",2017,2,"Lasioglossum pacatum/viridatulum",3,NA
"SC",2017,2,"Lasioglossum ruidosense",2,NA
"SC",2017,2,"Lasioglossum ruidosense cf.",4,NA
"SC",2017,2,"Lasioglossum semicaeruleum",21,NA
"SC",2017,2,"Lasioglossum sisymbrii",58,NA
"SC",2017,2,"Lasioglossum sp. 2",8,NA
"SC",2017,2,"Lasioglossum sp. s",3,NA
"SC",2017,2,"Megachile comata",2,NA
"SC",2017,2,"Megachile fidelis",2,NA
"SC",2017,2,"Megachile frigida",1,NA
"SC",2017,2,"Megachile melanophaea",4,NA
"SC",2017,2,"Megachile melanophaea rohweri",17,NA
"SC",2017,2,"Megachile proxima",1,NA
"SC",2017,2,"Megachile relativa",2,NA
"SC",2017,2,"Melissodes confusus",31,NA
"SC",2017,2,"Melissodes gilensis",3,NA
"SC",2017,2,"Melissodes tristis",3,NA
"SC",2017,2,"Osmia albolateralis",1,NA
"SC",2017,2,"Sphecodes sp. a",3,NA
"SC",2017,2,"Sphecodes sp. b",76,NA
"SC",2017,3,"Agapostemon angelicus",59,NA
"SC",2017,3,"Anthophora montana",53,NA
"SC",2017,3,"Anthophora urbana",3,NA
"SC",2017,3,"Bombus centralis",6,NA
"SC",2017,3,"Bombus flavifrons",1,NA
"SC",2017,3,"Bombus huntii",8,NA
"SC",2017,3,"Bombus nevadensis",1,NA
"SC",2017,3,"Colletes gilensis",1,NA
"SC",2017,3,"Copestylum avidum",1,NA
"SC",2017,3,"Dasysyrphus sp. a",2,NA
"SC",2017,3,"Didea fuscipes",1,NA
"SC",2017,3,"Dufourea maura",9,NA
"SC",2017,3,"Eristalis stipator",5,NA
"SC",2017,3,"Eupeodes volucris",2,NA
"SC",2017,3,"Halictus ligatus",5,NA
"SC",2017,3,"Heriades cressoni",1,NA
"SC",2017,3,"Hylaeus annulatus",1,NA
"SC",2017,3,"Lasioglossum M2",1,NA
"SC",2017,3,"Lasioglossum Z23",1,NA
"SC",2017,3,"Lasioglossum hairy T1",1,NA
"SC",2017,3,"Lasioglossum lusorium",3,NA
"SC",2017,3,"Lasioglossum pacatum/viridatulum",3,NA
"SC",2017,3,"Lasioglossum ruidosense",2,NA
"SC",2017,3,"Lasioglossum ruidosense cf.",3,NA
"SC",2017,3,"Lasioglossum semicaeruleum",42,NA
"SC",2017,3,"Lasioglossum sisymbrii",68,NA
"SC",2017,3,"Lasioglossum sp. 2",1,NA
"SC",2017,3,"Lasioglossum sp. s",1,NA
"SC",2017,3,"Megachile frigida",2,NA
"SC",2017,3,"Megachile melanophaea rohweri",2,NA
"SC",2017,3,"Megachile relativa",1,NA
"SC",2017,3,"Melissodes confusus",5,NA
"SC",2017,3,"Scaeva affinis",1,NA
"SC",2017,3,"Sphecodes sp. a",1,NA
"SC",2017,3,"Sphecodes sp. b",106,NA
"SC",2018,1,"Agapostemon angelicus",35,NA
"SC",2018,1,"Anthophora montana",41,0.571428571428571
"SC",2018,1,"Bombus centralis",7,0.333333333333333
"SC",2018,1,"Bombus huntii",49,0.5
"SC",2018,1,"Copestylum lentum",1,NA
"SC",2018,1,"Dufourea maura",5,NA
"SC",2018,1,"Halictus ligatus",3,NA
"SC",2018,1,"Heriades cressoni",1,NA
"SC",2018,1,"Hylaeus annulatus",1,NA
"SC",2018,1,"Lasioglossum aquilae",1,NA
"SC",2018,1,"Lasioglossum cooleyi",1,NA
"SC",2018,1,"Lasioglossum lusorium",1,NA
"SC",2018,1,"Lasioglossum ruidosense",1,NA
"SC",2018,1,"Lasioglossum ruidosense cf.",1,NA
"SC",2018,1,"Lasioglossum semicaeruleum",8,NA
"SC",2018,1,"Lasioglossum sisymbrii",2,NA
"SC",2018,1,"Lassioglossum ruidosensis",1,NA
"SC",2018,1,"Megachile fidelis",2,NA
"SC",2018,1,"Megachile frigida",1,0
"SC",2018,1,"Megachile melanophaea rohweri",1,0
"SC",2018,1,"Melissodes confusus",10,0.166666666666667
"SC",2018,1,"Melissodes gilensis",1,NA
"SC",2018,1,"Neocnemodon sp. a",1,NA
"SC",2018,1,"Sphecodes sp. b",17,NA
"SC",2018,1,"Syrphus sonorensis",1,NA
"SC",2018,1,"Toxomerus marginatus",4,NA
"SC",2018,2,"Agapostemon angelicus",16,NA
"SC",2018,2,"Anthophora montana",1,NA
"SC",2018,2,"Bombus flavifrons",1,0
"SC",2018,2,"Bombus huntii",1,0
"SC",2018,2,"Bombus sonorus",1,NA
"SC",2018,2,"Diadasia diminuta",1,NA
"SC",2018,2,"Dufourea maura",1,NA
"SC",2018,2,"Eupeodes volucris",1,NA
"SC",2018,2,"Halictus ligatus",1,NA
"SC",2018,2,"Hylaeus mesillae",1,NA
"SC",2018,2,"Lapposyrphus lapponicus",1,NA
"SC",2018,2,"Lasioglossum desertum",1,NA
"SC",2018,2,"Lasioglossum semicaeruleum",1,NA
"SC",2018,2,"Lassioglossum obnolium",1,NA
"SC",2018,2,"Megachile comata",1,1
"SC",2018,2,"Megachile frigida",2,0
"SC",2018,2,"Melissodes confusus",6,NA
"SC",2018,2,"Melissodes tristis",1,NA
"SC",2018,2,"Parasyrphus relictus",2,NA
"SC",2018,2,"Scaeva affinis",1,NA
"SC",2018,2,"Sphecodes sp. a",1,NA
"SC",2018,2,"Sphecodes sp. b",2,NA
"SC",2018,2,"Syrphus ribesii",1,NA
"SC",2021,1,"Agapostemon angelicus",3,NA
"SC",2021,1,"Anthophora urbana",2,NA
"SC",2021,1,"Apis mellifera",3,NA
"SC",2021,1,"Asemosyrphus polygrammus",6,NA
"SC",2021,1,"Bombus centralis",113,0.941176470588235
"SC",2021,1,"Bombus huntii",51,1
"SC",2021,1,"Bombus nevadensis",24,0.857142857142857
"SC",2021,1,"Coelioxys rufitarsis",1,NA
"SC",2021,1,"Coelioxys sodalis",4,NA
"SC",2021,1,"Colletes eulophi",1,NA
"SC",2021,1,"Colletes slevini",1,NA
"SC",2021,1,"Colletes wootoni",3,NA
"SC",2021,1,"Copestylum anna",2,NA
"SC",2021,1,"Copestylum avidum",64,NA
"SC",2021,1,"Copestylum haagii",4,NA
"SC",2021,1,"Copestylum lentum",1,NA
"SC",2021,1,"Copestylum marginatum group",5,NA
"SC",2021,1,"Diadasia rinconis",1,NA
"SC",2021,1,"Eristalis stipator",36,NA
"SC",2021,1,"Eupeodes volucris",2,NA
"SC",2021,1,"Halictus farinosus",2,NA
"SC",2021,1,"Helophilus latifrons",3,NA
"SC",2021,1,"Hoplitis albifrons",3,NA
"SC",2021,1,"Lapposyrphus lapponicus",7,NA
"SC",2021,1,"Lasioglossum egregium",2,NA
"SC",2021,1,"Lasioglossum ruidosense",2,NA
"SC",2021,1,"Lasioglossum semicaeruleum",6,NA
"SC",2021,1,"Lasioglossum sisymbrii",13,NA
"SC",2021,1,"Lassioglossum obnolium",2,NA
"SC",2021,1,"Megachile",1,NA
"SC",2021,1,"Megachile comata",3,NA
"SC",2021,1,"Megachile frigida",2,NA
"SC",2021,1,"Megachile melanophaea rohweri",11,NA
"SC",2021,1,"Melissodes confusus",1,1
"SC",2021,1,"Melissodes grindeliae",1,NA
"SC",2021,1,"Melissodes verbesinarum",1,NA
"SC",2021,1,"Nomada sp. e",1,NA
"SC",2021,1,"Osmia gaudiosa",1,NA
"SC",2021,1,"Osmia pentstemonis",5,NA
"SC",2021,1,"Platycheirus sp. a",8,NA
"SC",2021,1,"Toxomerus marginatus",5,NA
"SC",2021,2,"Agapostemon angelicus",7,NA
"SC",2021,2,"Anthophora terminalis",1,NA
"SC",2021,2,"Anthophora urbana",2,1
"SC",2021,2,"Apis mellifera",28,0.555555555555556
"SC",2021,2,"Asemosyrphus polygrammus",6,NA
"SC",2021,2,"Bombus centralis",145,1
"SC",2021,2,"Bombus huntii",95,1
"SC",2021,2,"Bombus morrisoni",1,NA
"SC",2021,2,"Bombus nevadensis",10,1
"SC",2021,2,"Colletes skinneri",2,NA
"SC",2021,2,"Copestylum anna",5,NA
"SC",2021,2,"Copestylum avidum",90,NA
"SC",2021,2,"Copestylum marginatum group",12,NA
"SC",2021,2,"Dasysyrphus sp. a",2,NA
"SC",2021,2,"Eristalis stipator",32,NA
"SC",2021,2,"Eristalis tenax",1,NA
"SC",2021,2,"Eupeodes volucris",1,NA
"SC",2021,2,"Halictus farinosus",4,NA
"SC",2021,2,"Halictus tripartitus",2,NA
"SC",2021,2,"Hylaeus annulatus",1,NA
"SC",2021,2,"Lasioglossum egregium",2,NA
"SC",2021,2,"Lasioglossum ruidosense",2,NA
"SC",2021,2,"Lasioglossum semicaeruleum",4,NA
"SC",2021,2,"Lasioglossum sisymbrii",36,NA
"SC",2021,2,"Megachile comata",2,NA
"SC",2021,2,"Megachile frigida",2,NA
"SC",2021,2,"Megachile melanophaea rohweri",2,NA
"SC",2021,2,"Megachile mellitarsis",1,NA
"SC",2021,2,"Osmia sp. a",1,NA
"SC",2021,2,"Platycheirus sp. a",2,NA
"SC",2021,2,"Scaeva affinis",2,NA
"SC",2021,2,"Toxomerus marginatus",4,NA
"SC",2022,1,"Apis mellifera",3,NA
"SC",2022,1,"Ashmeadiella opuntiae",3,NA
"SC",2022,1,"Bombus centralis",131,NA
"SC",2022,1,"Bombus fervidus",1,NA
"SC",2022,1,"Bombus huntii",35,NA
"SC",2022,1,"Bombus morrisoni",1,NA
"SC",2022,1,"Bombus nevadensis",20,NA
"SC",2022,1,"Chrysogaster sp. a",4,NA
"SC",2022,1,"Coelioxys sodalis",1,NA
"SC",2022,1,"Colletes wootoni",1,NA
"SC",2022,1,"Copestylum anna",1,NA
"SC",2022,1,"Copestylum avidum",113,NA
"SC",2022,1,"Copestylum lentum",5,NA
"SC",2022,1,"Copestylum marginatum group",23,NA
"SC",2022,1,"Dasysyrphus sp. a",2,NA
"SC",2022,1,"Didea fuscipes",1,NA
"SC",2022,1,"Dufourea maura",1,NA
"SC",2022,1,"Eristalis stipator",16,NA
"SC",2022,1,"Eristalis tenax",16,NA
"SC",2022,1,"Halictus confusus",1,NA
"SC",2022,1,"Halictus ligatus",1,NA
"SC",2022,1,"Halictus rubicundus",2,NA
"SC",2022,1,"Halictus tripartitus",1,NA
"SC",2022,1,"Hoplitis albifrons",1,NA
"SC",2022,1,"Lasioglossum ruidosense cf.",2,NA
"SC",2022,1,"Megachile",1,NA
"SC",2022,1,"Megachile comata",1,NA
"SC",2022,1,"Megachile frigida",12,NA
"SC",2022,1,"Megachile melanophaea rohweri",14,NA
"SC",2022,1,"Melissodes agilis",1,NA
"SC",2022,1,"Melissodes confusus",2,NA
"SC",2022,1,"Osmia pentstemonis",3,NA
"SC",2022,1,"Osmia sp. a",2,NA
"SC",2022,1,"Syrphus sp. a",14,NA
"SM",2017,1,"Agapostemon angelicus",3,NA
"SM",2017,1,"Anthophora montana",1,NA
"SM",2017,1,"Anthophora urbana",1,NA
"SM",2017,1,"Asemosyrphus polygrammus",2,NA
"SM",2017,1,"Bombus centralis",5,NA
"SM",2017,1,"Bombus fervidus",1,NA
"SM",2017,1,"Chrysotoxum sp. a",1,NA
"SM",2017,1,"Copestylum lentum",19,NA
"SM",2017,1,"Dasysyrphus sp. a",5,NA
"SM",2017,1,"Didea fuscipes",2,NA
"SM",2017,1,"Eristalis stipator",4,NA
"SM",2017,1,"Eupeodes volucris",2,NA
"SM",2017,1,"Hammerschmidtia rufa",1,NA
"SM",2017,1,"Hoplitis fulgida",1,NA
"SM",2017,1,"Lasioglossum aquilae",1,NA
"SM",2017,1,"Lasioglossum desertum",1,NA
"SM",2017,1,"Lasioglossum egregium",1,NA
"SM",2017,1,"Lasioglossum heterorhinum",9,NA
"SM",2017,1,"Lasioglossum lusorium",1,NA
"SM",2017,1,"Lasioglossum ruidosense",4,NA
"SM",2017,1,"Lasioglossum ruidosense cf.",1,NA
"SM",2017,1,"Lasioglossum semicaeruleum",6,NA
"SM",2017,1,"Lasioglossum sisymbrii",19,NA
"SM",2017,1,"Lasioglossum veganum species complex",1,NA
"SM",2017,1,"Megachile melanophaea rohweri",26,NA
"SM",2017,1,"Melanostoma mellium",1,NA
"SM",2017,1,"Melissodes confusus",1,NA
"SM",2017,1,"Neocnemodon sp. a",2,NA
"SM",2017,1,"Nomada sp. b",1,NA
"SM",2017,1,"Osmia longula",1,NA
"SM",2017,1,"Scaeva affinis",1,NA
"SM",2017,1,"Syrphus opinator",1,NA
"SM",2017,1,"Syrphus ribesii",1,NA
"SM",2017,1,"Toxomerus marginatus",1,NA
"SM",2018,1,"Agapostemon angelicus",1,NA
"SM",2018,1,"Anthidium maculosum",3,NA
"SM",2018,1,"Anthophora montana",17,0.833333333333333
"SM",2018,1,"Anthophora urbana",3,1
"SM",2018,1,"Bombus centralis",7,0.714285714285714
"SM",2018,1,"Bombus flavifrons",3,0.333333333333333
"SM",2018,1,"Chrysotoxum sp. a",2,NA
"SM",2018,1,"Colletes slevini",1,NA
"SM",2018,1,"Copestylum lentum",1,NA
"SM",2018,1,"Dufourea maura",2,NA
"SM",2018,1,"Eristalis hirta",1,NA
"SM",2018,1,"Eristalis stipator",1,NA
"SM",2018,1,"Eristalis tenax",1,NA
"SM",2018,1,"Hylaeus annulatus",4,NA
"SM",2018,1,"Lapposyrphus lapponicus",4,NA
"SM",2018,1,"Lasioglossum laevissimum",1,NA
"SM",2018,1,"Lasioglossum pacatum",1,NA
"SM",2018,1,"Lasioglossum ruidosense cf.",8,NA
"SM",2018,1,"Lasioglossum sisymbrii",3,NA
"SM",2018,1,"Megachile comata",1,0
"SM",2018,1,"Megachile melanophaea rohweri",1,NA
"SM",2018,1,"Melissodes confusus",2,NA
"SM",2018,1,"Scaeva affinis",3,NA
"SM",2018,1,"Sphecodes sp. b",1,NA
"SM",2018,2,"Agapostemon angelicus",1,NA
"SM",2018,2,"Anthidium maculosum",17,NA
"SM",2018,2,"Anthophora montana",2,0.5
"SM",2018,2,"Anthophora urbana",3,0.333333333333333
