"UniqueID","TempID","GenID","Order","Family","Genus","SubGenus","Species","SubSpecies","Sex","Site","Collector","SampleDay","SampleRound","Date","Dos","FieldPlantID","FinalPlantSp","PlantFamily","DateDetermined","Determiner","Author"
"PL_081112_306","306","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_307","307","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_308","308","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_309","309","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_310","310","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_311","311","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_312","312","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_313","313","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_314","314","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_315","315","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_316","316","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_317","317","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_318","318","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_319","319","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_320","320","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_321","321","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_322","322","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_323","323","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_324","324","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_325","325","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_326","326","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_327","327","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_328","328","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_329","329","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_330","330","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_331","331","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_332","332","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_333","333","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_334","334","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_335","335","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_336","336","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_337","337","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_338","338","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_339","339","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_340","340","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_341","341","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_342","342","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_343","343","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_344","344","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_345","345","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_346","346","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_347","347","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_348","348","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_349","349","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_350","350","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_351","351","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_352","352","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_353","353","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_354","354","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_355","355","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_356","356","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_357","357","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_358","358","fly",NA,NA,NA,NA,NA,NA,NA,"PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_378","378","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_379","379","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_380","380","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_381","381","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_382","382","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_383","383","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_384","384","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_385","385","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_386","386","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_387","387","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_388","388","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_389","389","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_390","390","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_391","391","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_392","392","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_393","393","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_394","394","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_395","395","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_396","396","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_397","397","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_398","398","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_399","399","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_400","400","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_401","401","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_402","402","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_403","403","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_404","404","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_405","405","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_406","406","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_407","407","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_408","408","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_409","409","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_410","410","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_411","411","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_412","412","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_413","413","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_414","414","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_415","415","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_416","416","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_417","417","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_418","418","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_419","419","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_420","420","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_421","421","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_422","422","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_423","423","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_424","424","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_425","425","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_426","426","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_427","427","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_428","428","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_429","429","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_430","430","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_431","431","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_432","432","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_433","433","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_434","434","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_435","435","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_436","436","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_437","437","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_438","438","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_439","439","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_440","440","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_441","441","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_442","442","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_443","443","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_444","444","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_445","445","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_446","446","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_447","447","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_448","448","fly",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081112_272","272","sulfur","Lepidoptera","Pieridae","Colias",NA,"eurytheme","","","PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"L.Ponisio","Boisduval"
"PL_081112_277","277","sulfur","Lepidoptera","Pieridae","Colias",NA,"eurytheme","","","PL","HLS",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"L.Ponisio","Boisduval"
"PL_081112_231","231","syrphid","Diptera","Syrphidae","Copestylum",NA,"marginatum","","","PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"M. Hauser","Say"
"PL_081112_219","219","syrphid","Diptera","Syrphidae","Copestylum",NA,"mexicana","","","PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"M. Hauser","Macquart"
"PL_081112_218","218","syrphid","Diptera","Syrphidae","Copestylum",NA,"violaceum","","","PL","LCP",3,3,"8/11/12",32,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"M. Hauser","Say"
"PL_081212_51","51","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Cresson"
"PL_081212_54","54","small dark bee","Hymenoptera","Andrenidae","Pseudopanurgus",NA,"atricornis","","f","PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Cresson"
"PL_081212_27","27","honey bee","Hymenoptera","Apidae","Apis","","mellifera","","f","PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Linnaeus"
"PL_081212_28","28","honey bee","Hymenoptera","Apidae","Apis","","mellifera","","f","PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Linnaeus"
"PL_081212_175","175","honey bee","Hymenoptera","Apidae","Apis","","mellifera","","f","PL","HLS",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Linnaeus"
"PL_081212_176","176","honey bee","Hymenoptera","Apidae","Apis","","mellifera","","f","PL","HLS",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Linnaeus"
"PL_081212_177","177","honey bee","Hymenoptera","Apidae","Apis","","mellifera","","f","PL","HLS",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Linnaeus"
"PL_081212_55","55","sweat bee","Hymenoptera","Halictidae","Agapostemen","","angelicus","","f","PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher","Cockerell"
"PL_081212_229","229","skipper","Lepidoptera","Hesperiidae","Hesperia",NA,"comma","","","PL","HLS",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"L.Ponisio","Linnaeus"
"PL_081212_230","230","skipper","Lepidoptera","Hesperiidae","Hesperia",NA,"pahaska","","","PL","HLS",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"L.Ponisio","Leussler"
"PL_081212_236","236","checkerspot","Lepidoptera","Hesperiidae","Pyrgus",NA,"commonis","","","PL","HLS",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"L.Ponisio","Grote"
"PL_081212_25","25","bee",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081212_26","26","bee","Hymenoptera","Apidae","Svastra","","sp.","a","f","PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",2013,"J.S. Ascher",""
"PL_081212_49","49","bombyliid",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081212_50","50","small dark bee",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
"PL_081212_52","52","small dark bee",NA,NA,NA,NA,NA,NA,NA,"PL","LCP",4,4,"8/12/12",33,"big yellow aster","Hymenoxys hoopesii","Asteraceae",NA,NA,NA
